id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_2582,125,239,101,366,428,104,210,168,109,82,127,236,213,272,122
sample_2583,119,233,113,368,424,107,215,172,109,86,121,236,209,268,122
sample_2584,125,239,109,370,424,104,215,168,97,78,129,239,205,262,124
sample_2585,119,242,105,372,424,101,210,164,106,82,121,236,209,268,124
sample_2586,125,239,109,364,424,98,210,164,109,82,125,242,213,268,122
sample_2587,119,233,105,372,424,110,210,159,106,82,125,236,209,268,124
sample_2588,129,239,101,364,426,98,210,168,112,82,129,236,213,266,122
sample_2589,129,233,101,364,424,104,210,164,109,82,129,239,205,262,122
sample_2590,119,236,109,372,422,98,215,172,109,84,119,236,213,266,124
sample_2591,129,239,109,372,426,98,210,168,100,80,125,239,205,261,124
sample_2592,127,233,109,372,426,104,215,164,100,80,127,236,205,262,124
sample_2593,127,242,105,370,428,110,210,164,103,82,129,245,213,272,122
sample_2594,121,239,113,372,424,104,215,168,100,78,129,233,205,262,124
sample_2595,119,233,105,372,424,101,215,172,106,82,125,236,209,268,124
sample_2596,123,233,113,372,426,104,215,164,100,78,123,233,209,264,122
sample_2597,123,236,113,372,424,107,210,168,103,86,125,236,209,270,122
sample_2598,127,242,101,364,428,104,210,164,106,82,127,233,213,268,122
sample_2599,121,236,105,370,424,110,210,164,97,82,121,233,209,268,122
sample_2600,125,245,109,364,428,104,210,164,103,84,129,239,213,270,122
sample_2601,125,239,113,372,422,107,210,176,109,86,127,239,209,270,124
sample_2602,119,236,109,372,424,104,210,172,97,82,129,239,209,268,122
sample_2603,125,245,105,370,428,110,210,164,109,82,129,236,213,272,122
sample_2604,123,233,105,372,422,104,215,168,112,86,125,236,209,266,122
sample_2605,127,245,113,372,426,101,215,168,97,80,129,239,209,264,124
sample_2606,119,236,109,361,422,110,210,176,97,84,119,245,201,270,124
sample_2607,123,233,105,370,424,104,210,172,106,82,121,242,209,268,124
sample_2608,121,236,113,372,424,107,210,168,112,80,125,236,209,268,124
sample_2609,121,236,105,372,424,107,210,176,106,82,123,236,209,268,122
sample_2610,125,233,109,372,424,104,210,172,97,86,121,242,209,266,122
sample_2611,127,242,101,368,428,98,210,159,106,80,129,245,213,264,122
sample_2612,119,242,105,372,424,104,210,159,106,86,123,236,209,268,124
sample_2613,127,239,113,368,422,101,215,164,103,78,127,239,213,261,124
sample_2614,125,242,109,364,428,107,210,172,103,84,127,245,213,272,122
sample_2615,125,236,101,364,428,98,210,164,109,80,129,236,213,266,122
sample_2616,119,239,105,366,424,104,210,168,103,86,121,236,209,268,124
sample_2617,125,239,109,372,428,101,215,176,100,78,125,239,209,261,124
sample_2618,125,233,105,372,428,101,215,172,100,78,125,233,213,261,124
sample_2619,125,245,101,370,428,110,210,172,109,82,125,245,205,272,122
sample_2620,119,233,105,361,422,110,210,172,100,84,119,245,201,272,122
sample_2621,129,233,105,370,426,101,215,172,97,78,127,233,205,261,124
sample_2622,119,233,105,372,424,104,210,168,100,86,121,233,209,266,124
sample_2623,121,239,113,372,424,107,210,168,112,82,125,236,209,268,124
sample_2624,119,236,105,361,422,110,210,172,97,84,119,245,205,272,122
sample_2625,125,233,105,372,428,104,215,168,100,82,127,239,209,261,124
sample_2626,125,239,113,372,426,104,215,168,100,80,129,239,213,261,124
sample_2627,127,242,105,372,428,104,210,164,109,84,125,239,213,268,122
sample_2628,125,245,105,364,428,104,210,168,106,82,127,245,213,272,122
sample_2629,123,239,113,372,428,101,215,172,100,78,125,239,205,264,124
sample_2630,119,233,105,361,422,110,210,172,103,84,119,245,201,270,122
sample_2631,123,236,105,372,424,104,210,172,106,84,127,233,209,268,124
sample_2632,127,242,105,364,426,104,210,164,106,82,129,242,213,266,122
sample_2633,121,233,105,361,422,110,210,172,97,84,119,245,201,272,124
sample_2634,127,245,109,364,428,104,210,172,97,80,127,245,209,270,124
sample_2635,119,233,105,361,422,110,210,172,100,84,119,242,201,270,124
sample_2636,123,233,113,372,422,107,215,172,100,82,123,242,209,268,122
sample_2637,125,233,109,372,424,104,210,164,100,80,121,242,209,268,124
sample_2638,123,236,109,368,422,104,215,168,97,80,125,239,209,261,124
sample_2639,119,236,105,362,422,110,210,176,97,84,119,245,201,270,124
sample_2640,127,242,101,366,428,104,210,164,109,82,125,242,213,266,124
sample_2641,121,236,105,368,424,107,215,172,103,82,123,236,209,268,124
sample_2642,121,239,109,370,426,107,215,172,106,78,125,236,209,262,124
sample_2643,127,239,109,370,428,104,215,168,106,78,127,239,209,261,124
sample_2644,121,233,105,372,424,110,210,168,97,86,125,242,209,268,122
sample_2645,127,236,105,372,424,104,210,176,109,84,119,233,209,268,124
sample_2646,125,239,109,372,422,101,215,168,106,82,127,236,205,261,124
sample_2647,125,236,105,370,424,104,210,172,106,86,125,239,209,268,124
sample_2648,119,242,113,372,424,107,215,176,100,86,125,233,209,270,124
sample_2649,119,236,105,361,422,110,210,176,103,84,119,242,201,270,124
sample_2650,121,233,105,361,422,110,210,172,97,84,119,242,201,270,124
sample_2651,125,242,101,364,428,107,210,159,109,82,125,242,213,264,122
sample_2652,123,236,105,372,424,101,210,172,103,84,123,242,209,270,122
sample_2653,127,245,109,372,428,110,210,172,106,82,129,233,213,264,122
sample_2654,127,233,101,362,428,104,215,164,109,82,127,242,209,268,122
sample_2655,129,239,101,364,428,104,210,164,106,82,125,233,213,270,122
sample_2656,119,236,105,372,424,107,210,172,106,86,129,236,209,270,122
sample_2657,127,245,101,362,428,101,210,164,103,82,127,245,209,272,122
sample_2658,129,245,101,372,428,104,210,164,106,82,127,245,209,268,122
sample_2659,125,236,105,364,428,107,210,164,112,82,127,245,209,272,122
sample_2660,129,239,105,370,422,101,215,164,97,80,129,239,213,262,124
sample_2661,127,236,105,372,424,104,210,172,100,82,125,233,209,268,124
sample_2662,129,239,105,372,424,101,215,172,106,80,127,239,209,261,124
sample_2663,125,233,105,372,424,101,215,159,106,80,129,236,213,261,124
sample_2664,127,236,105,366,424,107,210,164,109,82,125,242,209,272,122
sample_2665,125,236,101,364,426,104,210,164,106,82,127,245,209,268,122
sample_2666,129,233,105,370,426,101,215,168,100,82,123,239,209,262,124
sample_2667,121,236,101,372,424,104,210,168,106,86,119,236,209,268,124
sample_2668,127,242,105,372,428,104,210,176,106,82,125,239,205,261,124
sample_2669,123,239,113,370,424,104,210,164,106,84,123,233,209,268,122
sample_2670,119,233,105,368,424,107,210,159,106,84,129,239,213,268,124
sample_2671,125,245,105,362,428,107,210,164,97,82,127,245,205,272,124
sample_2672,129,239,109,372,422,101,215,168,103,82,125,239,209,262,124
sample_2673,129,239,105,372,422,101,215,172,103,80,125,242,205,262,124
sample_2674,127,233,105,372,428,104,215,164,109,82,129,242,213,272,124
sample_2675,127,245,101,372,428,107,210,172,97,82,125,236,209,272,122
sample_2676,123,236,109,370,426,101,215,168,106,78,125,239,213,261,124
sample_2677,125,245,101,372,426,104,210,164,109,82,125,245,209,272,122
sample_2678,119,242,105,372,424,104,210,172,112,82,125,233,209,268,124
sample_2679,121,239,105,372,424,107,210,176,109,86,123,236,209,266,122
sample_2680,127,239,113,370,426,104,215,176,100,80,125,245,213,264,124
sample_2681,129,242,105,364,428,107,210,168,106,80,125,245,209,268,122
sample_2682,125,233,101,364,428,98,210,172,106,82,127,245,209,266,122
sample_2683,123,239,109,372,424,104,210,172,100,84,123,236,209,268,122
sample_2684,121,233,105,368,424,104,210,176,106,86,121,236,209,268,124
sample_2685,123,233,109,372,422,107,210,172,112,86,125,236,209,268,124
sample_2686,127,242,105,364,424,110,210,172,109,82,129,239,213,272,122
sample_2687,119,233,105,361,422,110,210,176,103,84,119,245,205,270,124
sample_2688,125,239,109,370,424,104,215,168,97,82,129,239,205,261,124
sample_2689,119,239,105,372,424,107,210,172,109,84,123,236,209,268,124
sample_2690,129,239,105,370,428,104,215,176,97,80,125,239,205,262,124
sample_2691,125,239,105,372,422,104,215,176,100,80,129,236,205,262,124
sample_2692,125,239,109,372,424,104,215,176,103,80,123,239,205,264,122
sample_2693,127,236,101,364,428,107,210,164,109,82,125,245,213,266,122
sample_2694,125,236,109,370,426,104,215,168,97,82,129,245,209,261,124
sample_2695,127,239,105,362,426,110,210,164,103,82,125,242,213,266,122
sample_2696,119,233,105,361,422,107,210,176,97,82,121,245,201,272,124
sample_2697,125,239,105,370,424,101,215,172,106,80,129,245,205,262,124
sample_2698,121,233,113,370,428,104,215,172,100,80,129,239,209,262,122
sample_2699,129,245,109,368,426,110,210,164,109,82,127,245,209,268,122
sample_2700,125,239,113,370,426,101,215,164,103,80,127,239,209,261,124
sample_2701,125,236,109,370,424,101,215,159,97,82,129,245,209,264,124
sample_2702,127,239,105,372,422,101,215,172,100,78,127,239,205,261,124
sample_2703,119,236,105,361,422,110,210,176,97,84,119,245,201,270,124
sample_2704,119,236,109,368,424,104,210,172,106,82,123,236,209,268,124
sample_2705,121,233,105,362,422,110,210,176,97,84,119,245,201,272,124
sample_2706,127,245,109,372,428,104,210,164,97,82,129,236,209,272,122
sample_2707,127,242,109,370,422,104,215,172,103,82,129,236,213,261,124
sample_2708,127,242,101,364,428,104,210,164,106,82,127,245,213,268,124
sample_2709,121,239,105,370,426,104,215,164,100,78,127,239,209,264,124
sample_2710,129,245,109,372,428,107,215,159,109,82,127,245,213,272,122
sample_2711,129,239,101,364,428,101,210,164,109,82,129,242,205,262,122
sample_2712,125,245,105,370,428,104,210,164,109,82,127,236,209,270,122
sample_2713,121,236,109,372,422,104,210,164,106,86,129,233,209,268,122
sample_2714,125,236,105,372,422,101,215,168,106,78,125,239,209,261,122
sample_2715,121,233,109,372,428,104,215,168,97,78,125,239,209,261,124
sample_2716,129,239,105,370,424,101,210,164,97,78,123,239,209,261,124
sample_2717,129,242,105,366,424,107,210,164,106,82,127,242,209,264,122
sample_2718,119,239,109,372,424,107,210,172,109,82,123,236,209,268,124
sample_2719,121,233,109,361,422,110,210,176,100,84,119,245,201,272,124
sample_2720,121,239,109,368,428,101,210,168,106,80,129,239,205,262,124
sample_2721,127,239,113,370,428,104,215,168,103,82,123,239,209,264,124
sample_2722,119,233,105,361,422,110,210,176,97,84,121,245,201,270,124
sample_2723,121,236,105,361,422,107,210,176,97,84,119,245,201,270,124
sample_2724,127,242,101,372,428,107,210,164,106,80,125,233,209,272,122
sample_2725,121,236,105,372,424,104,210,168,106,86,129,236,209,268,124
sample_2726,123,239,105,370,428,101,215,172,100,82,127,239,209,262,124
sample_2727,127,239,109,370,422,101,215,168,97,80,123,233,209,261,124
sample_2728,127,242,109,372,422,101,215,168,97,80,125,236,205,262,124
sample_2729,119,233,105,361,422,107,210,172,97,82,119,245,201,270,124
sample_2730,125,239,113,370,424,101,215,172,100,80,125,239,209,262,122
sample_2731,129,242,101,370,426,104,210,164,109,82,129,239,213,268,122
sample_2732,127,242,105,372,426,104,210,164,109,84,125,245,213,264,122
sample_2733,125,233,105,372,426,101,215,172,103,80,127,236,209,262,124
sample_2734,125,242,109,372,422,104,215,168,106,82,125,239,209,262,124
sample_2735,127,245,105,364,426,101,210,164,109,80,127,242,209,268,122
sample_2736,127,245,101,372,426,107,210,164,109,82,127,245,213,262,122
sample_2737,121,239,105,372,424,107,210,159,109,82,119,239,209,270,124
sample_2738,121,239,105,372,422,104,210,172,103,84,121,239,209,268,122
sample_2739,127,242,101,364,428,107,210,164,106,82,127,245,213,272,124
sample_2740,127,245,105,372,426,104,210,168,109,80,125,236,213,268,122
sample_2741,119,242,101,372,424,104,210,172,109,84,121,233,209,270,124
sample_2742,129,239,105,368,428,101,210,172,100,80,129,239,205,262,122
sample_2743,119,236,109,372,424,107,210,172,112,86,123,236,209,268,124
sample_2744,123,239,109,372,424,104,215,172,97,78,127,239,205,261,124
sample_2745,127,239,101,362,428,107,210,168,109,82,127,236,209,272,122
sample_2746,119,239,105,372,422,104,210,172,103,82,119,236,209,268,122
sample_2747,125,236,113,370,424,101,215,168,100,80,125,239,213,262,122
sample_2748,127,245,105,362,426,101,210,164,109,84,129,236,213,270,124
sample_2749,129,236,113,372,424,98,210,172,100,86,121,233,209,270,122
sample_2750,119,233,105,361,422,110,210,176,100,82,119,245,201,270,122
sample_2751,129,242,109,364,428,104,210,164,103,82,127,242,213,272,122
sample_2752,127,245,109,370,424,104,215,164,109,84,129,236,213,272,122
sample_2753,121,239,109,372,424,101,215,159,106,82,129,242,209,270,124
sample_2754,119,236,113,370,424,104,210,164,103,86,121,242,209,268,124
sample_2755,127,236,113,372,428,98,215,168,106,82,125,239,205,262,124
sample_2756,123,233,109,370,426,101,215,164,106,80,127,239,209,264,124
sample_2757,127,239,113,372,428,104,215,168,106,78,129,239,209,261,122
sample_2758,121,233,105,361,422,110,210,176,97,84,121,245,205,270,122
sample_2759,129,233,105,372,428,98,215,172,100,78,123,233,209,264,124
sample_2760,127,239,109,368,426,101,210,164,100,82,127,239,205,262,122
sample_2761,119,233,105,361,422,110,210,176,103,84,119,245,201,270,124
sample_2762,123,233,105,366,424,107,215,159,112,86,121,242,213,268,124
sample_2763,121,242,105,372,424,107,210,172,100,84,123,239,209,268,124
sample_2764,125,242,101,368,428,110,215,164,106,80,125,245,213,272,122
sample_2765,125,239,109,372,424,107,215,172,106,78,127,239,213,261,124
sample_2766,127,236,105,372,424,107,210,164,106,84,123,239,209,266,124
sample_2767,123,239,113,372,424,107,210,164,106,86,125,236,209,268,122
sample_2768,127,245,105,364,428,104,210,172,109,82,125,245,209,272,122
sample_2769,125,239,105,372,428,101,210,164,100,78,127,239,209,261,124
sample_2770,121,233,101,372,424,101,210,172,106,86,121,236,209,268,124
sample_2771,127,242,101,372,424,101,215,176,106,80,125,236,209,270,124
sample_2772,127,245,105,366,428,104,215,164,103,84,129,239,213,270,124
sample_2773,125,239,105,372,428,104,210,164,112,82,127,239,213,266,122
sample_2774,129,245,101,372,426,104,210,164,106,80,129,236,209,272,122
sample_2775,125,236,105,370,426,101,215,164,100,78,127,239,209,262,124
sample_2776,121,233,109,361,422,110,210,176,97,84,119,245,201,272,124
sample_2777,121,239,113,372,424,107,215,172,106,86,121,236,209,268,122
sample_2778,129,236,105,370,428,104,215,172,97,78,129,239,213,262,124
sample_2779,125,245,101,372,428,107,210,168,109,84,127,242,213,264,122
sample_2780,123,239,105,370,422,101,215,168,100,82,129,239,205,261,124
sample_2781,123,236,105,372,424,101,210,172,106,84,123,236,209,268,124
sample_2782,123,242,101,366,424,110,215,172,109,86,125,233,209,270,124
sample_2783,129,239,113,370,424,104,210,168,106,78,127,239,213,261,124
sample_2784,127,245,109,372,426,104,215,159,100,78,127,239,213,262,124
sample_2785,129,239,101,364,428,104,210,159,109,82,127,245,213,272,122
sample_2786,125,242,113,368,426,101,215,172,97,80,127,236,209,262,124
sample_2787,127,245,101,364,428,98,210,164,100,82,127,245,209,272,122
sample_2788,127,245,101,368,428,104,210,164,109,82,125,233,209,272,122
sample_2789,127,239,109,372,424,101,215,168,100,80,125,239,205,262,122
sample_2790,123,236,105,372,424,107,210,172,106,86,125,233,209,268,124
sample_2791,125,239,113,370,424,98,215,168,97,80,125,239,209,261,124
sample_2792,119,236,105,372,424,104,210,176,112,82,123,233,209,266,124
sample_2793,127,242,105,364,428,107,215,164,109,84,125,236,213,268,124
sample_2794,123,239,109,372,422,107,215,164,97,78,129,242,209,264,124
sample_2795,125,239,109,370,424,98,215,168,106,78,125,239,205,261,124
sample_2796,127,245,105,370,424,104,210,164,109,82,127,242,213,266,122
sample_2797,125,245,101,368,428,98,210,164,109,80,125,233,213,272,122
sample_2798,123,239,109,370,424,101,215,172,103,80,125,239,205,262,124
sample_2799,123,239,109,370,422,101,215,168,100,78,123,242,213,261,124
sample_2800,127,245,105,370,426,107,210,164,109,82,127,245,213,270,122
sample_2801,119,239,105,370,424,107,215,164,109,80,123,242,213,266,122
sample_2802,125,233,113,372,428,101,215,176,103,80,127,239,213,262,124
sample_2803,127,239,105,372,422,101,215,172,106,78,125,239,213,262,124
sample_2804,123,236,105,372,424,110,215,172,97,86,125,239,209,266,124
sample_2805,125,245,105,372,424,104,215,164,103,78,125,233,205,262,124
sample_2806,125,245,101,364,426,107,210,164,109,82,127,233,213,262,124
sample_2807,123,239,105,372,424,107,210,164,97,82,129,239,209,268,124
sample_2808,125,239,113,372,424,107,210,172,106,86,121,236,209,268,124
sample_2809,129,242,101,366,428,110,210,168,106,82,127,245,213,262,122
sample_2810,121,233,109,368,424,107,210,168,106,86,123,236,209,266,124
sample_2811,125,239,105,372,422,101,215,168,103,80,127,239,209,261,124
sample_2812,127,242,101,372,428,107,215,172,106,84,127,245,209,272,122
sample_2813,125,236,105,370,424,98,215,176,100,80,127,239,209,261,124
sample_2814,129,239,113,372,428,104,215,172,100,80,127,239,209,261,124
sample_2815,123,236,113,372,424,104,210,168,97,80,123,239,213,268,124
sample_2816,125,242,101,370,426,104,210,164,109,82,127,233,213,272,122
sample_2817,125,239,105,368,426,101,215,164,100,80,129,239,205,261,122
sample_2818,121,233,105,372,424,110,215,168,100,80,121,239,209,268,124
sample_2819,127,236,105,364,428,107,210,164,106,82,129,245,209,272,122
sample_2820,119,239,105,366,424,104,210,164,106,80,121,233,209,268,122
sample_2821,125,239,113,366,424,107,210,172,100,86,123,236,213,268,124
sample_2822,125,239,109,368,426,104,210,164,109,82,125,239,213,272,124
sample_2823,129,245,101,372,424,107,210,164,103,82,127,242,209,272,122
sample_2824,125,239,113,372,424,98,215,172,100,78,125,239,205,262,124
sample_2825,125,239,105,370,424,101,215,164,100,80,125,239,205,261,124
sample_2826,123,233,105,370,424,104,210,176,109,84,125,239,213,268,124
sample_2827,127,239,105,370,428,104,215,172,97,78,125,239,205,261,124
sample_2828,121,233,105,361,422,110,210,176,97,82,121,245,201,270,124
sample_2829,123,239,113,372,424,104,215,172,106,80,119,236,209,268,124
sample_2830,129,242,101,372,426,107,210,172,100,82,125,242,213,266,122
sample_2831,123,239,109,368,424,110,210,159,109,82,123,233,209,268,124
sample_2832,125,239,109,368,428,101,215,168,106,82,123,239,205,262,124
sample_2833,125,236,105,370,428,104,210,164,109,82,129,239,209,272,122
sample_2834,125,242,101,362,428,104,210,172,109,82,125,245,209,272,122
sample_2835,125,239,113,372,424,107,215,172,106,86,121,239,209,268,124
sample_2836,129,245,101,362,428,104,210,164,109,82,127,242,213,272,124
sample_2837,125,245,105,372,422,101,215,172,97,82,127,239,205,261,124
sample_2838,129,233,109,372,428,104,210,164,109,82,127,245,213,272,124
sample_2839,121,239,101,372,424,107,210,172,97,82,125,239,209,268,124
sample_2840,119,236,109,366,424,107,210,159,97,84,123,233,209,268,124
sample_2841,125,233,105,372,422,107,215,172,106,86,123,236,209,268,122
sample_2842,127,242,105,372,426,104,210,164,106,80,125,245,213,272,122
sample_2843,121,242,113,372,424,107,210,164,106,86,119,239,209,268,122
sample_2844,125,242,105,370,426,104,215,168,100,78,125,239,213,264,124
sample_2845,125,245,105,364,428,104,210,168,106,82,127,242,213,270,122
sample_2846,125,245,105,364,426,110,210,164,109,82,129,242,213,262,122
sample_2847,127,245,105,372,424,104,210,164,109,82,129,245,213,272,122
sample_2848,125,239,105,372,428,101,215,168,103,78,125,239,205,261,124
sample_2849,127,239,105,372,428,101,215,172,106,80,125,245,205,262,124
sample_2850,123,236,113,370,424,107,210,172,106,86,125,236,209,268,124
sample_2851,119,233,105,372,424,107,210,172,109,84,125,236,209,268,124
sample_2852,129,233,105,370,424,110,210,172,97,84,121,233,209,268,124
sample_2853,121,233,105,361,422,110,210,176,97,84,119,245,201,272,122
sample_2854,125,239,105,372,424,107,210,176,106,86,123,233,209,268,124
sample_2855,129,245,101,364,424,104,210,164,109,82,125,245,213,264,122
sample_2856,127,236,101,372,424,104,215,172,103,82,125,236,209,270,124
sample_2857,129,239,109,370,426,101,215,164,103,80,127,239,209,262,124
sample_2858,123,239,109,372,426,101,215,164,97,78,125,245,213,261,124
sample_2859,123,239,105,372,424,104,210,159,97,84,125,236,209,266,122
sample_2860,121,233,109,370,422,101,215,168,97,82,127,239,205,261,124
sample_2861,127,242,101,364,428,110,210,164,109,82,127,233,213,268,122
sample_2862,119,236,105,372,424,104,210,164,112,86,121,239,209,268,124
sample_2863,129,242,101,372,428,107,215,164,109,84,129,239,213,264,122
sample_2864,129,245,109,366,428,110,210,168,106,82,125,242,213,266,122
sample_2865,127,245,105,364,428,104,210,164,109,82,125,245,209,272,122
sample_2866,119,236,105,372,422,107,210,176,97,86,125,239,213,268,124
sample_2867,119,233,101,366,424,104,210,172,106,84,119,236,213,268,122
sample_2868,123,233,105,372,424,107,210,172,112,80,123,236,209,268,124
sample_2869,125,239,101,368,428,107,210,164,106,82,127,245,213,264,122
sample_2870,127,239,105,368,428,101,215,168,106,78,127,239,205,262,124
sample_2871,129,239,109,368,426,107,215,172,106,82,129,239,205,261,124
sample_2872,123,239,105,372,422,101,215,164,103,78,125,239,205,261,122
sample_2873,127,245,109,368,426,98,215,172,100,80,125,239,205,261,124
sample_2874,125,239,105,372,424,107,215,172,106,78,125,239,205,262,124
sample_2875,127,242,101,364,426,98,210,172,109,80,125,245,213,262,122
sample_2876,127,245,109,370,426,107,210,164,109,82,125,245,213,272,122
sample_2877,129,242,105,370,428,101,215,172,97,80,125,233,205,264,124
sample_2878,123,239,105,370,426,98,215,168,100,78,123,239,209,264,122
sample_2879,123,236,101,372,424,107,210,172,106,86,121,239,209,268,122
sample_2880,127,239,113,370,426,107,215,168,100,80,125,242,213,264,122
sample_2881,125,239,101,364,426,104,210,168,112,80,125,245,209,270,122
sample_2882,127,236,109,372,424,101,215,168,97,80,129,239,205,262,122
sample_2883,123,236,105,368,424,101,210,172,103,82,119,239,209,270,124
sample_2884,127,242,101,362,424,107,210,164,106,84,129,233,209,264,122
sample_2885,125,239,109,370,424,104,215,164,100,80,129,239,209,262,124
sample_2886,125,239,105,368,422,98,215,168,97,80,123,239,205,261,122
sample_2887,129,233,105,368,428,98,210,164,106,82,129,245,213,270,124
sample_2888,123,242,105,366,424,98,210,159,100,86,121,239,209,268,122
sample_2889,121,233,113,372,424,107,210,172,109,84,125,242,209,268,124
sample_2890,127,239,105,372,424,101,215,168,97,80,129,242,205,261,124
sample_2891,125,245,101,362,428,107,215,164,106,80,125,245,213,264,124
sample_2892,129,239,109,370,426,104,215,168,103,78,127,239,209,262,124
sample_2893,127,239,105,370,422,101,215,168,100,78,127,245,213,262,124
sample_2894,123,236,101,370,424,107,210,168,109,86,127,236,213,268,124
sample_2895,119,242,105,368,424,110,210,172,109,82,123,242,209,268,124
sample_2896,127,233,109,370,428,107,210,164,106,82,125,245,209,266,122
sample_2897,127,245,105,372,428,104,210,168,106,82,125,242,213,272,122
sample_2898,123,236,105,372,424,104,210,164,106,86,129,236,209,266,124
sample_2899,127,236,109,370,424,107,210,172,109,80,129,233,213,272,122
sample_2900,121,242,105,370,424,107,210,168,106,86,127,236,209,268,124
sample_2901,125,239,105,370,422,104,215,164,100,78,125,239,205,261,122
sample_2902,125,239,105,368,426,98,215,168,106,80,129,239,209,261,124
sample_2903,129,245,105,372,428,107,210,164,106,82,129,236,213,272,122
sample_2904,129,233,105,372,424,101,210,164,109,80,125,236,209,266,124
sample_2905,127,242,105,364,428,104,210,164,109,80,125,245,209,268,124
sample_2906,127,245,101,368,428,104,210,168,97,82,125,239,209,262,122
sample_2907,125,239,105,370,428,104,215,176,103,78,129,242,213,261,124
sample_2908,125,239,109,372,426,101,215,172,103,78,123,233,205,262,124
sample_2909,123,239,105,372,424,104,210,176,106,84,125,233,213,266,124
sample_2910,127,239,113,370,428,104,215,172,100,78,125,239,213,264,124
sample_2911,129,245,109,370,428,104,210,164,109,82,129,239,213,272,122
sample_2912,125,245,101,364,426,101,210,164,109,82,129,245,213,270,122
sample_2913,127,236,105,372,428,101,210,172,97,82,127,239,205,262,124
sample_2914,127,245,105,368,428,104,210,164,109,82,127,242,205,262,122
sample_2915,121,239,109,372,424,101,210,168,103,86,121,236,209,268,122
sample_2916,127,239,105,370,428,98,215,168,100,78,129,239,213,262,124
sample_2917,123,242,105,372,424,107,210,176,109,86,119,236,209,268,124
sample_2918,121,236,109,372,424,104,215,172,112,84,121,233,213,268,122
sample_2919,127,239,105,370,428,101,210,168,100,82,127,239,209,261,124
sample_2920,127,233,105,368,424,107,210,172,112,86,125,233,213,266,122
sample_2921,125,239,105,366,422,98,210,159,109,86,123,236,213,266,124
sample_2922,125,233,101,372,424,104,210,164,109,86,121,233,209,270,124
sample_2923,127,239,109,370,426,101,215,172,100,80,125,233,205,264,124
sample_2924,123,239,113,372,428,107,215,164,97,78,123,239,209,261,124
sample_2925,121,239,105,370,426,101,215,164,106,82,127,239,209,262,124
sample_2926,129,239,105,370,422,101,215,176,106,78,123,245,213,261,124
sample_2927,125,236,109,364,424,107,210,164,109,80,129,245,213,272,122
sample_2928,129,239,101,372,426,104,210,164,106,84,129,242,213,272,122
sample_2929,127,239,109,370,424,98,215,172,97,82,127,239,205,264,122
sample_2930,121,242,109,372,424,101,210,172,106,84,125,236,213,268,124
sample_2931,127,236,105,370,428,104,215,172,100,78,129,236,205,262,122
sample_2932,127,245,101,362,428,107,210,164,103,82,127,242,209,272,122
sample_2933,121,239,109,370,428,104,215,168,106,80,125,239,213,262,124
sample_2934,121,242,109,372,424,110,215,168,106,82,121,236,209,268,124
sample_2935,125,242,109,370,428,101,215,168,100,78,129,239,209,261,124
sample_2936,129,239,109,370,422,101,215,164,100,80,127,239,205,264,124
sample_2937,121,233,105,361,422,110,210,176,100,84,121,245,201,272,124
sample_2938,119,236,105,361,422,110,210,176,97,84,119,245,205,270,124
sample_2939,121,233,105,361,422,110,210,176,97,84,121,245,201,270,124
sample_2940,125,233,105,372,426,101,215,168,97,80,125,239,209,262,124
sample_2941,127,239,109,370,426,101,210,172,100,82,123,239,205,262,124
sample_2942,123,233,109,372,424,107,210,172,106,84,125,239,213,266,124
sample_2943,125,236,105,372,424,104,215,172,103,80,123,239,209,266,122
sample_2944,125,245,105,364,428,104,210,164,97,80,127,236,209,270,122
sample_2945,123,242,105,372,424,104,210,168,103,86,123,239,213,268,124
sample_2946,121,233,105,361,422,110,210,172,97,84,119,245,205,270,124
sample_2947,123,236,105,372,426,101,215,164,100,80,125,242,205,261,124
sample_2948,125,239,109,372,426,104,215,172,103,80,127,239,205,261,124
sample_2949,119,233,105,362,422,110,210,172,97,82,119,245,201,270,124
sample_2950,119,236,109,372,424,107,210,164,106,86,125,236,213,268,124
sample_2951,127,236,105,364,428,104,210,168,109,80,127,239,213,262,122
sample_2952,127,245,109,364,428,104,215,164,106,82,129,245,209,272,122
sample_2953,129,245,101,372,424,110,215,164,112,82,125,233,209,272,122
sample_2954,127,245,105,372,428,107,210,159,109,82,125,233,209,272,124
sample_2955,119,239,109,370,424,104,210,172,109,84,119,236,209,270,124
sample_2956,119,239,109,366,424,107,210,168,103,86,125,239,213,268,124
sample_2957,119,233,105,361,422,110,210,172,97,84,119,245,201,270,122
sample_2958,123,242,101,372,424,107,210,172,103,84,123,236,209,268,124
sample_2959,127,242,105,362,428,104,210,164,106,80,127,245,213,262,124
sample_2960,119,233,105,372,424,107,210,164,112,84,119,233,213,268,124
sample_2961,129,239,105,370,428,101,215,164,100,82,123,239,209,262,124
sample_2962,121,233,105,361,422,110,210,176,103,82,119,245,201,270,124
sample_2963,121,236,105,361,422,110,210,176,97,82,119,245,201,270,124
sample_2964,127,239,101,368,428,101,210,172,109,82,125,242,213,264,122
sample_2965,123,236,109,372,424,107,215,164,109,86,129,239,209,268,124
sample_2966,127,239,105,370,426,101,215,164,106,80,127,239,213,261,122
sample_2967,127,245,101,368,428,104,215,164,103,82,127,245,213,272,124
