id,breed_1,breed_2,breed_3,breed_4
sample_1951,0.25,0.25,0.25,0.25
sample_1952,0.25,0.25,0.25,0.25
sample_1953,0.25,0.25,0.25,0.25
sample_1954,0.25,0.25,0.25,0.25
sample_1955,0.25,0.25,0.25,0.25
sample_1956,0.25,0.25,0.25,0.25
sample_1957,0.25,0.25,0.25,0.25
sample_1958,0.25,0.25,0.25,0.25
sample_1959,0.25,0.25,0.25,0.25
sample_1960,0.25,0.25,0.25,0.25
sample_1961,0.25,0.25,0.25,0.25
sample_1962,0.25,0.25,0.25,0.25
sample_1963,0.25,0.25,0.25,0.25
sample_1964,0.25,0.25,0.25,0.25
sample_1965,0.25,0.25,0.25,0.25
sample_1966,0.25,0.25,0.25,0.25
sample_1967,0.25,0.25,0.25,0.25
sample_1968,0.25,0.25,0.25,0.25
sample_1969,0.25,0.25,0.25,0.25
sample_1970,0.25,0.25,0.25,0.25
sample_1971,0.25,0.25,0.25,0.25
sample_1972,0.25,0.25,0.25,0.25
sample_1973,0.25,0.25,0.25,0.25
sample_1974,0.25,0.25,0.25,0.25
sample_1975,0.25,0.25,0.25,0.25
sample_1976,0.25,0.25,0.25,0.25
sample_1977,0.25,0.25,0.25,0.25
sample_1978,0.25,0.25,0.25,0.25
sample_1979,0.25,0.25,0.25,0.25
sample_1980,0.25,0.25,0.25,0.25
sample_1981,0.25,0.25,0.25,0.25
sample_1982,0.25,0.25,0.25,0.25
sample_1983,0.25,0.25,0.25,0.25
sample_1984,0.25,0.25,0.25,0.25
sample_1985,0.25,0.25,0.25,0.25
sample_1986,0.25,0.25,0.25,0.25
sample_1987,0.25,0.25,0.25,0.25
sample_1988,0.25,0.25,0.25,0.25
sample_1989,0.25,0.25,0.25,0.25
sample_1990,0.25,0.25,0.25,0.25
sample_1991,0.25,0.25,0.25,0.25
sample_1992,0.25,0.25,0.25,0.25
sample_1993,0.25,0.25,0.25,0.25
sample_1994,0.25,0.25,0.25,0.25
sample_1995,0.25,0.25,0.25,0.25
sample_1996,0.25,0.25,0.25,0.25
sample_1997,0.25,0.25,0.25,0.25
sample_1998,0.25,0.25,0.25,0.25
sample_1999,0.25,0.25,0.25,0.25
sample_2000,0.25,0.25,0.25,0.25
sample_2001,0.25,0.25,0.25,0.25
sample_2002,0.25,0.25,0.25,0.25
sample_2003,0.25,0.25,0.25,0.25
sample_2004,0.25,0.25,0.25,0.25
sample_2005,0.25,0.25,0.25,0.25
sample_2006,0.25,0.25,0.25,0.25
sample_2007,0.25,0.25,0.25,0.25
sample_2008,0.25,0.25,0.25,0.25
sample_2009,0.25,0.25,0.25,0.25
sample_2010,0.25,0.25,0.25,0.25
sample_2011,0.25,0.25,0.25,0.25
sample_2012,0.25,0.25,0.25,0.25
sample_2013,0.25,0.25,0.25,0.25
sample_2014,0.25,0.25,0.25,0.25
sample_2015,0.25,0.25,0.25,0.25
sample_2016,0.25,0.25,0.25,0.25
sample_2017,0.25,0.25,0.25,0.25
sample_2018,0.25,0.25,0.25,0.25
sample_2019,0.25,0.25,0.25,0.25
sample_2020,0.25,0.25,0.25,0.25
sample_2021,0.25,0.25,0.25,0.25
sample_2022,0.25,0.25,0.25,0.25
sample_2023,0.25,0.25,0.25,0.25
sample_2024,0.25,0.25,0.25,0.25
sample_2025,0.25,0.25,0.25,0.25
sample_2026,0.25,0.25,0.25,0.25
sample_2027,0.25,0.25,0.25,0.25
sample_2028,0.25,0.25,0.25,0.25
sample_2029,0.25,0.25,0.25,0.25
sample_2030,0.25,0.25,0.25,0.25
sample_2031,0.25,0.25,0.25,0.25
sample_2032,0.25,0.25,0.25,0.25
sample_2033,0.25,0.25,0.25,0.25
sample_2034,0.25,0.25,0.25,0.25
sample_2035,0.25,0.25,0.25,0.25
sample_2036,0.25,0.25,0.25,0.25
sample_2037,0.25,0.25,0.25,0.25
sample_2038,0.25,0.25,0.25,0.25
sample_2039,0.25,0.25,0.25,0.25
sample_2040,0.25,0.25,0.25,0.25
sample_2041,0.25,0.25,0.25,0.25
sample_2042,0.25,0.25,0.25,0.25
sample_2043,0.25,0.25,0.25,0.25
sample_2044,0.25,0.25,0.25,0.25
sample_2045,0.25,0.25,0.25,0.25
sample_2046,0.25,0.25,0.25,0.25
sample_2047,0.25,0.25,0.25,0.25
sample_2048,0.25,0.25,0.25,0.25
sample_2049,0.25,0.25,0.25,0.25
sample_2050,0.25,0.25,0.25,0.25
sample_2051,0.25,0.25,0.25,0.25
sample_2052,0.25,0.25,0.25,0.25
sample_2053,0.25,0.25,0.25,0.25
sample_2054,0.25,0.25,0.25,0.25
sample_2055,0.25,0.25,0.25,0.25
sample_2056,0.25,0.25,0.25,0.25
sample_2057,0.25,0.25,0.25,0.25
sample_2058,0.25,0.25,0.25,0.25
sample_2059,0.25,0.25,0.25,0.25
sample_2060,0.25,0.25,0.25,0.25
sample_2061,0.25,0.25,0.25,0.25
sample_2062,0.25,0.25,0.25,0.25
sample_2063,0.25,0.25,0.25,0.25
sample_2064,0.25,0.25,0.25,0.25
sample_2065,0.25,0.25,0.25,0.25
sample_2066,0.25,0.25,0.25,0.25
sample_2067,0.25,0.25,0.25,0.25
sample_2068,0.25,0.25,0.25,0.25
sample_2069,0.25,0.25,0.25,0.25
sample_2070,0.25,0.25,0.25,0.25
sample_2071,0.25,0.25,0.25,0.25
sample_2072,0.25,0.25,0.25,0.25
sample_2073,0.25,0.25,0.25,0.25
sample_2074,0.25,0.25,0.25,0.25
sample_2075,0.25,0.25,0.25,0.25
sample_2076,0.25,0.25,0.25,0.25
sample_2077,0.25,0.25,0.25,0.25
sample_2078,0.25,0.25,0.25,0.25
sample_2079,0.25,0.25,0.25,0.25
sample_2080,0.25,0.25,0.25,0.25
sample_2081,0.25,0.25,0.25,0.25
sample_2082,0.25,0.25,0.25,0.25
sample_2083,0.25,0.25,0.25,0.25
sample_2084,0.25,0.25,0.25,0.25
sample_2085,0.25,0.25,0.25,0.25
sample_2086,0.25,0.25,0.25,0.25
sample_2087,0.25,0.25,0.25,0.25
sample_2088,0.25,0.25,0.25,0.25
sample_2089,0.25,0.25,0.25,0.25
sample_2090,0.25,0.25,0.25,0.25
sample_2091,0.25,0.25,0.25,0.25
sample_2092,0.25,0.25,0.25,0.25
sample_2093,0.25,0.25,0.25,0.25
sample_2094,0.25,0.25,0.25,0.25
sample_2095,0.25,0.25,0.25,0.25
sample_2096,0.25,0.25,0.25,0.25
sample_2097,0.25,0.25,0.25,0.25
sample_2098,0.25,0.25,0.25,0.25
sample_2099,0.25,0.25,0.25,0.25
sample_2100,0.25,0.25,0.25,0.25
sample_2101,0.25,0.25,0.25,0.25
sample_2102,0.25,0.25,0.25,0.25
sample_2103,0.25,0.25,0.25,0.25
sample_2104,0.25,0.25,0.25,0.25
sample_2105,0.25,0.25,0.25,0.25
sample_2106,0.25,0.25,0.25,0.25
sample_2107,0.25,0.25,0.25,0.25
sample_2108,0.25,0.25,0.25,0.25
sample_2109,0.25,0.25,0.25,0.25
sample_2110,0.25,0.25,0.25,0.25
sample_2111,0.25,0.25,0.25,0.25
sample_2112,0.25,0.25,0.25,0.25
sample_2113,0.25,0.25,0.25,0.25
sample_2114,0.25,0.25,0.25,0.25
sample_2115,0.25,0.25,0.25,0.25
sample_2116,0.25,0.25,0.25,0.25
sample_2117,0.25,0.25,0.25,0.25
sample_2118,0.25,0.25,0.25,0.25
sample_2119,0.25,0.25,0.25,0.25
sample_2120,0.25,0.25,0.25,0.25
sample_2121,0.25,0.25,0.25,0.25
sample_2122,0.25,0.25,0.25,0.25
sample_2123,0.25,0.25,0.25,0.25
sample_2124,0.25,0.25,0.25,0.25
sample_2125,0.25,0.25,0.25,0.25
sample_2126,0.25,0.25,0.25,0.25
sample_2127,0.25,0.25,0.25,0.25
sample_2128,0.25,0.25,0.25,0.25
sample_2129,0.25,0.25,0.25,0.25
sample_2130,0.25,0.25,0.25,0.25
sample_2131,0.25,0.25,0.25,0.25
sample_2132,0.25,0.25,0.25,0.25
sample_2133,0.25,0.25,0.25,0.25
sample_2134,0.25,0.25,0.25,0.25
sample_2135,0.25,0.25,0.25,0.25
sample_2136,0.25,0.25,0.25,0.25
sample_2137,0.25,0.25,0.25,0.25
sample_2138,0.25,0.25,0.25,0.25
sample_2139,0.25,0.25,0.25,0.25
sample_2140,0.25,0.25,0.25,0.25
sample_2141,0.25,0.25,0.25,0.25
sample_2142,0.25,0.25,0.25,0.25
sample_2143,0.25,0.25,0.25,0.25
sample_2144,0.25,0.25,0.25,0.25
sample_2145,0.25,0.25,0.25,0.25
sample_2146,0.25,0.25,0.25,0.25
sample_2147,0.25,0.25,0.25,0.25
sample_2148,0.25,0.25,0.25,0.25
sample_2149,0.25,0.25,0.25,0.25
sample_2150,0.25,0.25,0.25,0.25
sample_2151,0.25,0.25,0.25,0.25
sample_2152,0.25,0.25,0.25,0.25
sample_2153,0.25,0.25,0.25,0.25
sample_2154,0.25,0.25,0.25,0.25
sample_2155,0.25,0.25,0.25,0.25
sample_2156,0.25,0.25,0.25,0.25
sample_2157,0.25,0.25,0.25,0.25
sample_2158,0.25,0.25,0.25,0.25
sample_2159,0.25,0.25,0.25,0.25
sample_2160,0.25,0.25,0.25,0.25
sample_2161,0.25,0.25,0.25,0.25
sample_2162,0.25,0.25,0.25,0.25
sample_2163,0.25,0.25,0.25,0.25
sample_2164,0.25,0.25,0.25,0.25
sample_2165,0.25,0.25,0.25,0.25
sample_2166,0.25,0.25,0.25,0.25
sample_2167,0.25,0.25,0.25,0.25
sample_2168,0.25,0.25,0.25,0.25
sample_2169,0.25,0.25,0.25,0.25
sample_2170,0.25,0.25,0.25,0.25
sample_2171,0.25,0.25,0.25,0.25
sample_2172,0.25,0.25,0.25,0.25
sample_2173,0.25,0.25,0.25,0.25
sample_2174,0.25,0.25,0.25,0.25
sample_2175,0.25,0.25,0.25,0.25
sample_2176,0.25,0.25,0.25,0.25
sample_2177,0.25,0.25,0.25,0.25
sample_2178,0.25,0.25,0.25,0.25
sample_2179,0.25,0.25,0.25,0.25
sample_2180,0.25,0.25,0.25,0.25
sample_2181,0.25,0.25,0.25,0.25
sample_2182,0.25,0.25,0.25,0.25
sample_2183,0.25,0.25,0.25,0.25
sample_2184,0.25,0.25,0.25,0.25
sample_2185,0.25,0.25,0.25,0.25
sample_2186,0.25,0.25,0.25,0.25
sample_2187,0.25,0.25,0.25,0.25
sample_2188,0.25,0.25,0.25,0.25
sample_2189,0.25,0.25,0.25,0.25
sample_2190,0.25,0.25,0.25,0.25
sample_2191,0.25,0.25,0.25,0.25
sample_2192,0.25,0.25,0.25,0.25
sample_2193,0.25,0.25,0.25,0.25
sample_2194,0.25,0.25,0.25,0.25
sample_2195,0.25,0.25,0.25,0.25
sample_2196,0.25,0.25,0.25,0.25
sample_2197,0.25,0.25,0.25,0.25
sample_2198,0.25,0.25,0.25,0.25
sample_2199,0.25,0.25,0.25,0.25
sample_2200,0.25,0.25,0.25,0.25
sample_2201,0.25,0.25,0.25,0.25
sample_2202,0.25,0.25,0.25,0.25
sample_2203,0.25,0.25,0.25,0.25
sample_2204,0.25,0.25,0.25,0.25
sample_2205,0.25,0.25,0.25,0.25
sample_2206,0.25,0.25,0.25,0.25
sample_2207,0.25,0.25,0.25,0.25
sample_2208,0.25,0.25,0.25,0.25
sample_2209,0.25,0.25,0.25,0.25
sample_2210,0.25,0.25,0.25,0.25
sample_2211,0.25,0.25,0.25,0.25
sample_2212,0.25,0.25,0.25,0.25
sample_2213,0.25,0.25,0.25,0.25
sample_2214,0.25,0.25,0.25,0.25
sample_2215,0.25,0.25,0.25,0.25
sample_2216,0.25,0.25,0.25,0.25
sample_2217,0.25,0.25,0.25,0.25
sample_2218,0.25,0.25,0.25,0.25
sample_2219,0.25,0.25,0.25,0.25
sample_2220,0.25,0.25,0.25,0.25
sample_2221,0.25,0.25,0.25,0.25
sample_2222,0.25,0.25,0.25,0.25
sample_2223,0.25,0.25,0.25,0.25
sample_2224,0.25,0.25,0.25,0.25
sample_2225,0.25,0.25,0.25,0.25
sample_2226,0.25,0.25,0.25,0.25
sample_2227,0.25,0.25,0.25,0.25
sample_2228,0.25,0.25,0.25,0.25
sample_2229,0.25,0.25,0.25,0.25
sample_2230,0.25,0.25,0.25,0.25
sample_2231,0.25,0.25,0.25,0.25
sample_2232,0.25,0.25,0.25,0.25
sample_2233,0.25,0.25,0.25,0.25
sample_2234,0.25,0.25,0.25,0.25
sample_2235,0.25,0.25,0.25,0.25
sample_2236,0.25,0.25,0.25,0.25
sample_2237,0.25,0.25,0.25,0.25
sample_2238,0.25,0.25,0.25,0.25
sample_2239,0.25,0.25,0.25,0.25
sample_2240,0.25,0.25,0.25,0.25
sample_2241,0.25,0.25,0.25,0.25
sample_2242,0.25,0.25,0.25,0.25
sample_2243,0.25,0.25,0.25,0.25
sample_2244,0.25,0.25,0.25,0.25
sample_2245,0.25,0.25,0.25,0.25
sample_2246,0.25,0.25,0.25,0.25
sample_2247,0.25,0.25,0.25,0.25
sample_2248,0.25,0.25,0.25,0.25
sample_2249,0.25,0.25,0.25,0.25
sample_2250,0.25,0.25,0.25,0.25
sample_2251,0.25,0.25,0.25,0.25
sample_2252,0.25,0.25,0.25,0.25
sample_2253,0.25,0.25,0.25,0.25
sample_2254,0.25,0.25,0.25,0.25
sample_2255,0.25,0.25,0.25,0.25
sample_2256,0.25,0.25,0.25,0.25
sample_2257,0.25,0.25,0.25,0.25
sample_2258,0.25,0.25,0.25,0.25
sample_2259,0.25,0.25,0.25,0.25
sample_2260,0.25,0.25,0.25,0.25
sample_2261,0.25,0.25,0.25,0.25
sample_2262,0.25,0.25,0.25,0.25
sample_2263,0.25,0.25,0.25,0.25
sample_2264,0.25,0.25,0.25,0.25
sample_2265,0.25,0.25,0.25,0.25
sample_2266,0.25,0.25,0.25,0.25
sample_2267,0.25,0.25,0.25,0.25
sample_2268,0.25,0.25,0.25,0.25
sample_2269,0.25,0.25,0.25,0.25
sample_2270,0.25,0.25,0.25,0.25
sample_2271,0.25,0.25,0.25,0.25
sample_2272,0.25,0.25,0.25,0.25
sample_2273,0.25,0.25,0.25,0.25
sample_2274,0.25,0.25,0.25,0.25
sample_2275,0.25,0.25,0.25,0.25
sample_2276,0.25,0.25,0.25,0.25
sample_2277,0.25,0.25,0.25,0.25
sample_2278,0.25,0.25,0.25,0.25
sample_2279,0.25,0.25,0.25,0.25
sample_2280,0.25,0.25,0.25,0.25
sample_2281,0.25,0.25,0.25,0.25
sample_2282,0.25,0.25,0.25,0.25
sample_2283,0.25,0.25,0.25,0.25
sample_2284,0.25,0.25,0.25,0.25
sample_2285,0.25,0.25,0.25,0.25
sample_2286,0.25,0.25,0.25,0.25
sample_2287,0.25,0.25,0.25,0.25
sample_2288,0.25,0.25,0.25,0.25
sample_2289,0.25,0.25,0.25,0.25
sample_2290,0.25,0.25,0.25,0.25
sample_2291,0.25,0.25,0.25,0.25
sample_2292,0.25,0.25,0.25,0.25
sample_2293,0.25,0.25,0.25,0.25
sample_2294,0.25,0.25,0.25,0.25
sample_2295,0.25,0.25,0.25,0.25
sample_2296,0.25,0.25,0.25,0.25
sample_2297,0.25,0.25,0.25,0.25
sample_2298,0.25,0.25,0.25,0.25
sample_2299,0.25,0.25,0.25,0.25
sample_2300,0.25,0.25,0.25,0.25
sample_2301,0.25,0.25,0.25,0.25
sample_2302,0.25,0.25,0.25,0.25
sample_2303,0.25,0.25,0.25,0.25
sample_2304,0.25,0.25,0.25,0.25
sample_2305,0.25,0.25,0.25,0.25
sample_2306,0.25,0.25,0.25,0.25
sample_2307,0.25,0.25,0.25,0.25
sample_2308,0.25,0.25,0.25,0.25
sample_2309,0.25,0.25,0.25,0.25
sample_2310,0.25,0.25,0.25,0.25
sample_2311,0.25,0.25,0.25,0.25
sample_2312,0.25,0.25,0.25,0.25
sample_2313,0.25,0.25,0.25,0.25
sample_2314,0.25,0.25,0.25,0.25
sample_2315,0.25,0.25,0.25,0.25
sample_2316,0.25,0.25,0.25,0.25
sample_2317,0.25,0.25,0.25,0.25
sample_2318,0.25,0.25,0.25,0.25
sample_2319,0.25,0.25,0.25,0.25
sample_2320,0.25,0.25,0.25,0.25
sample_2321,0.25,0.25,0.25,0.25
sample_2322,0.25,0.25,0.25,0.25
sample_2323,0.25,0.25,0.25,0.25
sample_2324,0.25,0.25,0.25,0.25
sample_2325,0.25,0.25,0.25,0.25
sample_2326,0.25,0.25,0.25,0.25
sample_2327,0.25,0.25,0.25,0.25
sample_2328,0.25,0.25,0.25,0.25
sample_2329,0.25,0.25,0.25,0.25
sample_2330,0.25,0.25,0.25,0.25
sample_2331,0.25,0.25,0.25,0.25
sample_2332,0.25,0.25,0.25,0.25
sample_2333,0.25,0.25,0.25,0.25
sample_2334,0.25,0.25,0.25,0.25
sample_2335,0.25,0.25,0.25,0.25
sample_2336,0.25,0.25,0.25,0.25
sample_2337,0.25,0.25,0.25,0.25
sample_2338,0.25,0.25,0.25,0.25
sample_2339,0.25,0.25,0.25,0.25
sample_2340,0.25,0.25,0.25,0.25
sample_2341,0.25,0.25,0.25,0.25
sample_2342,0.25,0.25,0.25,0.25
sample_2343,0.25,0.25,0.25,0.25
sample_2344,0.25,0.25,0.25,0.25
sample_2345,0.25,0.25,0.25,0.25
sample_2346,0.25,0.25,0.25,0.25
sample_2347,0.25,0.25,0.25,0.25
sample_2348,0.25,0.25,0.25,0.25
sample_2349,0.25,0.25,0.25,0.25
sample_2350,0.25,0.25,0.25,0.25
sample_2351,0.25,0.25,0.25,0.25
sample_2352,0.25,0.25,0.25,0.25
sample_2353,0.25,0.25,0.25,0.25
sample_2354,0.25,0.25,0.25,0.25
sample_2355,0.25,0.25,0.25,0.25
sample_2356,0.25,0.25,0.25,0.25
sample_2357,0.25,0.25,0.25,0.25
sample_2358,0.25,0.25,0.25,0.25
sample_2359,0.25,0.25,0.25,0.25
sample_2360,0.25,0.25,0.25,0.25
sample_2361,0.25,0.25,0.25,0.25
sample_2362,0.25,0.25,0.25,0.25
sample_2363,0.25,0.25,0.25,0.25
sample_2364,0.25,0.25,0.25,0.25
sample_2365,0.25,0.25,0.25,0.25
sample_2366,0.25,0.25,0.25,0.25
sample_2367,0.25,0.25,0.25,0.25
sample_2368,0.25,0.25,0.25,0.25
sample_2369,0.25,0.25,0.25,0.25
sample_2370,0.25,0.25,0.25,0.25
sample_2371,0.25,0.25,0.25,0.25
sample_2372,0.25,0.25,0.25,0.25
sample_2373,0.25,0.25,0.25,0.25
sample_2374,0.25,0.25,0.25,0.25
sample_2375,0.25,0.25,0.25,0.25
sample_2376,0.25,0.25,0.25,0.25
sample_2377,0.25,0.25,0.25,0.25
sample_2378,0.25,0.25,0.25,0.25
sample_2379,0.25,0.25,0.25,0.25
sample_2380,0.25,0.25,0.25,0.25
sample_2381,0.25,0.25,0.25,0.25
sample_2382,0.25,0.25,0.25,0.25
sample_2383,0.25,0.25,0.25,0.25
sample_2384,0.25,0.25,0.25,0.25
sample_2385,0.25,0.25,0.25,0.25
sample_2386,0.25,0.25,0.25,0.25
sample_2387,0.25,0.25,0.25,0.25
sample_2388,0.25,0.25,0.25,0.25
sample_2389,0.25,0.25,0.25,0.25
sample_2390,0.25,0.25,0.25,0.25
sample_2391,0.25,0.25,0.25,0.25
sample_2392,0.25,0.25,0.25,0.25
sample_2393,0.25,0.25,0.25,0.25
sample_2394,0.25,0.25,0.25,0.25
sample_2395,0.25,0.25,0.25,0.25
sample_2396,0.25,0.25,0.25,0.25
sample_2397,0.25,0.25,0.25,0.25
sample_2398,0.25,0.25,0.25,0.25
sample_2399,0.25,0.25,0.25,0.25
sample_2400,0.25,0.25,0.25,0.25
sample_2401,0.25,0.25,0.25,0.25
sample_2402,0.25,0.25,0.25,0.25
sample_2403,0.25,0.25,0.25,0.25
sample_2404,0.25,0.25,0.25,0.25
sample_2405,0.25,0.25,0.25,0.25
sample_2406,0.25,0.25,0.25,0.25
sample_2407,0.25,0.25,0.25,0.25
sample_2408,0.25,0.25,0.25,0.25
sample_2409,0.25,0.25,0.25,0.25
sample_2410,0.25,0.25,0.25,0.25
sample_2411,0.25,0.25,0.25,0.25
sample_2412,0.25,0.25,0.25,0.25
sample_2413,0.25,0.25,0.25,0.25
sample_2414,0.25,0.25,0.25,0.25
sample_2415,0.25,0.25,0.25,0.25
sample_2416,0.25,0.25,0.25,0.25
sample_2417,0.25,0.25,0.25,0.25
sample_2418,0.25,0.25,0.25,0.25
sample_2419,0.25,0.25,0.25,0.25
sample_2420,0.25,0.25,0.25,0.25
sample_2421,0.25,0.25,0.25,0.25
sample_2422,0.25,0.25,0.25,0.25
sample_2423,0.25,0.25,0.25,0.25
sample_2424,0.25,0.25,0.25,0.25
sample_2425,0.25,0.25,0.25,0.25
sample_2426,0.25,0.25,0.25,0.25
sample_2427,0.25,0.25,0.25,0.25
sample_2428,0.25,0.25,0.25,0.25
sample_2429,0.25,0.25,0.25,0.25
sample_2430,0.25,0.25,0.25,0.25
sample_2431,0.25,0.25,0.25,0.25
sample_2432,0.25,0.25,0.25,0.25
sample_2433,0.25,0.25,0.25,0.25
sample_2434,0.25,0.25,0.25,0.25
sample_2435,0.25,0.25,0.25,0.25
sample_2436,0.25,0.25,0.25,0.25
sample_2437,0.25,0.25,0.25,0.25
sample_2438,0.25,0.25,0.25,0.25
sample_2439,0.25,0.25,0.25,0.25
sample_2440,0.25,0.25,0.25,0.25
sample_2441,0.25,0.25,0.25,0.25
sample_2442,0.25,0.25,0.25,0.25
sample_2443,0.25,0.25,0.25,0.25
sample_2444,0.25,0.25,0.25,0.25
sample_2445,0.25,0.25,0.25,0.25
sample_2446,0.25,0.25,0.25,0.25
sample_2447,0.25,0.25,0.25,0.25
sample_2448,0.25,0.25,0.25,0.25
sample_2449,0.25,0.25,0.25,0.25
sample_2450,0.25,0.25,0.25,0.25
sample_2451,0.25,0.25,0.25,0.25
sample_2452,0.25,0.25,0.25,0.25
sample_2453,0.25,0.25,0.25,0.25
sample_2454,0.25,0.25,0.25,0.25
sample_2455,0.25,0.25,0.25,0.25
sample_2456,0.25,0.25,0.25,0.25
sample_2457,0.25,0.25,0.25,0.25
sample_2458,0.25,0.25,0.25,0.25
sample_2459,0.25,0.25,0.25,0.25
sample_2460,0.25,0.25,0.25,0.25
sample_2461,0.25,0.25,0.25,0.25
sample_2462,0.25,0.25,0.25,0.25
sample_2463,0.25,0.25,0.25,0.25
sample_2464,0.25,0.25,0.25,0.25
sample_2465,0.25,0.25,0.25,0.25
sample_2466,0.25,0.25,0.25,0.25
sample_2467,0.25,0.25,0.25,0.25
sample_2468,0.25,0.25,0.25,0.25
sample_2469,0.25,0.25,0.25,0.25
sample_2470,0.25,0.25,0.25,0.25
sample_2471,0.25,0.25,0.25,0.25
sample_2472,0.25,0.25,0.25,0.25
sample_2473,0.25,0.25,0.25,0.25
sample_2474,0.25,0.25,0.25,0.25
sample_2475,0.25,0.25,0.25,0.25
sample_2476,0.25,0.25,0.25,0.25
sample_2477,0.25,0.25,0.25,0.25
sample_2478,0.25,0.25,0.25,0.25
sample_2479,0.25,0.25,0.25,0.25
sample_2480,0.25,0.25,0.25,0.25
sample_2481,0.25,0.25,0.25,0.25
sample_2482,0.25,0.25,0.25,0.25
sample_2483,0.25,0.25,0.25,0.25
sample_2484,0.25,0.25,0.25,0.25
sample_2485,0.25,0.25,0.25,0.25
sample_2486,0.25,0.25,0.25,0.25
sample_2487,0.25,0.25,0.25,0.25
sample_2488,0.25,0.25,0.25,0.25
sample_2489,0.25,0.25,0.25,0.25
sample_2490,0.25,0.25,0.25,0.25
sample_2491,0.25,0.25,0.25,0.25
sample_2492,0.25,0.25,0.25,0.25
sample_2493,0.25,0.25,0.25,0.25
sample_2494,0.25,0.25,0.25,0.25
sample_2495,0.25,0.25,0.25,0.25
sample_2496,0.25,0.25,0.25,0.25
sample_2497,0.25,0.25,0.25,0.25
sample_2498,0.25,0.25,0.25,0.25
sample_2499,0.25,0.25,0.25,0.25
sample_2500,0.25,0.25,0.25,0.25
sample_2501,0.25,0.25,0.25,0.25
sample_2502,0.25,0.25,0.25,0.25
sample_2503,0.25,0.25,0.25,0.25
sample_2504,0.25,0.25,0.25,0.25
sample_2505,0.25,0.25,0.25,0.25
sample_2506,0.25,0.25,0.25,0.25
sample_2507,0.25,0.25,0.25,0.25
sample_2508,0.25,0.25,0.25,0.25
sample_2509,0.25,0.25,0.25,0.25
sample_2510,0.25,0.25,0.25,0.25
sample_2511,0.25,0.25,0.25,0.25
sample_2512,0.25,0.25,0.25,0.25
sample_2513,0.25,0.25,0.25,0.25
sample_2514,0.25,0.25,0.25,0.25
sample_2515,0.25,0.25,0.25,0.25
sample_2516,0.25,0.25,0.25,0.25
sample_2517,0.25,0.25,0.25,0.25
sample_2518,0.25,0.25,0.25,0.25
sample_2519,0.25,0.25,0.25,0.25
sample_2520,0.25,0.25,0.25,0.25
sample_2521,0.25,0.25,0.25,0.25
sample_2522,0.25,0.25,0.25,0.25
sample_2523,0.25,0.25,0.25,0.25
sample_2524,0.25,0.25,0.25,0.25
sample_2525,0.25,0.25,0.25,0.25
sample_2526,0.25,0.25,0.25,0.25
sample_2527,0.25,0.25,0.25,0.25
sample_2528,0.25,0.25,0.25,0.25
sample_2529,0.25,0.25,0.25,0.25
sample_2530,0.25,0.25,0.25,0.25
sample_2531,0.25,0.25,0.25,0.25
sample_2532,0.25,0.25,0.25,0.25
sample_2533,0.25,0.25,0.25,0.25
sample_2534,0.25,0.25,0.25,0.25
sample_2535,0.25,0.25,0.25,0.25
sample_2536,0.25,0.25,0.25,0.25
sample_2537,0.25,0.25,0.25,0.25
sample_2538,0.25,0.25,0.25,0.25
sample_2539,0.25,0.25,0.25,0.25
sample_2540,0.25,0.25,0.25,0.25
sample_2541,0.25,0.25,0.25,0.25
sample_2542,0.25,0.25,0.25,0.25
sample_2543,0.25,0.25,0.25,0.25
sample_2544,0.25,0.25,0.25,0.25
sample_2545,0.25,0.25,0.25,0.25
sample_2546,0.25,0.25,0.25,0.25
sample_2547,0.25,0.25,0.25,0.25
sample_2548,0.25,0.25,0.25,0.25
sample_2549,0.25,0.25,0.25,0.25
sample_2550,0.25,0.25,0.25,0.25
sample_2551,0.25,0.25,0.25,0.25
sample_2552,0.25,0.25,0.25,0.25
sample_2553,0.25,0.25,0.25,0.25
sample_2554,0.25,0.25,0.25,0.25
sample_2555,0.25,0.25,0.25,0.25
sample_2556,0.25,0.25,0.25,0.25
sample_2557,0.25,0.25,0.25,0.25
sample_2558,0.25,0.25,0.25,0.25
sample_2559,0.25,0.25,0.25,0.25
sample_2560,0.25,0.25,0.25,0.25
sample_2561,0.25,0.25,0.25,0.25
sample_2562,0.25,0.25,0.25,0.25
sample_2563,0.25,0.25,0.25,0.25
sample_2564,0.25,0.25,0.25,0.25
sample_2565,0.25,0.25,0.25,0.25
sample_2566,0.25,0.25,0.25,0.25
sample_2567,0.25,0.25,0.25,0.25
sample_2568,0.25,0.25,0.25,0.25
sample_2569,0.25,0.25,0.25,0.25
sample_2570,0.25,0.25,0.25,0.25
sample_2571,0.25,0.25,0.25,0.25
sample_2572,0.25,0.25,0.25,0.25
sample_2573,0.25,0.25,0.25,0.25
sample_2574,0.25,0.25,0.25,0.25
sample_2575,0.25,0.25,0.25,0.25
sample_2576,0.25,0.25,0.25,0.25
sample_2577,0.25,0.25,0.25,0.25
sample_2578,0.25,0.25,0.25,0.25
sample_2579,0.25,0.25,0.25,0.25
sample_2580,0.25,0.25,0.25,0.25
sample_2581,0.25,0.25,0.25,0.25
sample_2582,0.25,0.25,0.25,0.25
sample_2583,0.25,0.25,0.25,0.25
sample_2584,0.25,0.25,0.25,0.25
sample_2585,0.25,0.25,0.25,0.25
