Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
7492,75,12384,1Fam,8,7,1,0,7,2005,1040,2,GasA,Y,864,0,2008,168313.178800298
7493,72,9100,1Fam,6,5,1,1,7,2002,1461,3,GasA,Y,2713,0,2007,210391.513455063
7494,,9150,1Fam,4,5,1,0,6,1963,798,1,GasA,N,1040,0,2010,131351.203525336
7495,,13811,TwnhsE,4,5,1,0,8,1949,991,3,GasA,Y,1422,0,2006,151275.692236744
7496,50,12224,1Fam,7,5,2,0,6,1977,1176,2,GasA,Y,630,0,2010,159608.649548327
7497,,8767,1Fam,6,5,1,1,6,1915,1580,3,GasA,Y,1432,0,2008,132691.121822471
7498,,9250,1Fam,5,5,2,1,7,1920,964,4,GasA,Y,3194,0,2010,233569.234741925
7499,,13006,1Fam,8,5,2,0,7,1992,806,3,GasA,Y,864,0,2007,177702.128962897
7500,,15578,1Fam,7,5,2,0,3,1910,1907,3,GasA,N,1429,0,2007,212539.978636708
7501,53,8760,1Fam,7,5,1,0,6,1988,1500,3,GasA,Y,1869,0,2006,223417.465857832
7502,48,12822,1Fam,6,5,2,0,8,1970,1021,2,GasA,Y,2084,0,2009,183451.703395616
7503,49,12342,1Fam,6,5,2,0,6,2009,1056,2,GasA,Y,1644,0,2009,181245.34151216
7504,80,15611,1Fam,5,5,1,1,6,2000,0,2,GasA,Y,1196,0,2009,118889.457669354
7505,60,9135,1Fam,4,5,2,0,8,1967,0,3,GasA,Y,1635,0,2008,71616.1121911056
7506,,6600,1Fam,5,6,1,0,7,1965,636,2,GasA,Y,1852,0,2007,147891.325467967
7507,60,6762,TwnhsE,6,5,1,0,7,1962,1414,3,GasA,Y,1336,0,2007,113569.603122958
7508,80,18450,1Fam,5,5,2,0,7,1974,372,2,GasA,Y,1429,0,2007,159281.692168334
7509,,12342,1Fam,8,5,1,1,5,1972,798,3,GasA,Y,965,0,2008,162882.07206313
7510,100,3182,1Fam,8,4,2,1,5,1961,641,3,GasA,Y,1003,0,2008,163153.520307232
7511,60,25095,1Fam,7,6,2,0,7,1950,846,2,GasA,N,1744,0,2010,196443.933584153
7512,75,11428,1Fam,6,5,2,0,6,1999,1496,3,GasA,Y,1456,0,2006,188696.924933011
7513,105,9101,TwnhsE,5,7,2,1,6,1962,836,3,GasA,Y,1131,0,2006,116431.988685648
7514,70,13907,TwnhsE,10,5,2,0,8,1992,1088,6,GasA,Y,924,0,2006,219819.962262606
7515,45,12011,Duplex,5,8,1,0,9,2007,720,3,GasA,Y,964,0,2007,149333.069438983
7516,,8712,1Fam,6,5,2,1,11,1956,1728,1,GasA,Y,1383,0,2007,176089.155563125
7517,68,13693,1Fam,7,5,2,0,6,1977,572,3,GasA,Y,1636,0,2008,188716.262077013
7518,,13125,1Fam,6,5,2,0,6,2007,1293,4,GasA,Y,2978,0,2006,256465.322195178
7519,85,11198,1Fam,6,5,2,1,7,1970,2077,2,GasA,Y,1167,0,2009,155786.716233681
7520,70,6240,1Fam,6,5,2,0,4,2006,806,3,GasA,Y,1040,0,2009,149276.909258197
7521,75,7200,1Fam,8,7,1,1,5,1958,1041,2,GasA,Y,1040,0,2006,190274.179400213
7522,,10690,2fmCon,7,5,1,0,3,1954,855,3,GasA,N,1818,0,2007,139611.260623035
7523,,14145,1Fam,6,6,2,0,4,1975,611,2,GasA,Y,1080,0,2010,136881.568881539
7524,60,10125,1Fam,6,6,3,0,7,1957,1588,3,GasA,Y,747,0,2007,149637.31255567
7525,21,11075,1Fam,8,5,2,0,7,2002,1374,2,GasA,Y,2285,0,2006,277140.200043472
7526,52,9100,Duplex,5,9,2,0,6,1996,1413,2,GasA,Y,2646,0,2009,206262.592319468
7527,,9245,1Fam,5,5,2,0,5,1991,924,3,GasA,Y,2132,0,2009,170066.24602143
7528,36,14191,1Fam,6,6,2,0,6,1937,848,3,GasA,Y,1163,0,2007,104791.734477864
7529,32,7844,1Fam,8,5,1,1,5,1959,1008,2,GasA,Y,1682,0,2009,191254.837051289
7530,66,25000,1Fam,5,5,2,0,8,2004,855,3,GasA,Y,1919,0,2007,194418.183109698
7531,,3000,1Fam,8,5,2,1,7,1976,506,3,GasA,Y,1894,0,2008,210626.575840269
7532,74,10800,1Fam,4,7,2,0,6,2006,1099,3,GasA,Y,2234,0,2010,183966.789549572
7533,70,10041,1Fam,6,7,2,1,6,1958,1398,3,GasA,N,1053,0,2009,157241.533858338
7534,90,12702,1Fam,9,5,1,1,7,1914,768,3,GasA,Y,1716,0,2006,229612.251560969
7535,66,10142,1Fam,6,5,1,0,6,1934,1144,2,GasA,Y,1040,0,2007,125130.863507891
7536,36,14977,1Fam,5,5,1,0,8,1980,824,2,GasA,N,1252,0,2006,122570.07803814
7537,79,13501,1Fam,4,5,1,1,6,1920,1713,3,GasA,Y,1680,0,2006,173830.795153494
7538,60,12508,1Fam,5,5,2,1,8,1912,572,3,GasA,Y,1158,0,2009,139839.977043683
7539,59,8470,1Fam,5,4,1,1,5,1942,728,2,GasA,Y,1520,0,2007,141912.943686122
7540,21,13000,Duplex,8,7,2,0,9,2001,384,3,GasA,Y,1212,0,2008,172610.898836323
7541,62,11341,1Fam,4,8,2,0,5,2006,953,1,GasA,Y,2132,0,2008,181189.707347265
7542,41,6911,1Fam,8,5,2,1,5,2007,1208,2,GasA,Y,1204,0,2007,232353.056919734
7543,70,7200,1Fam,9,5,2,0,6,2004,901,3,GasA,Y,1102,0,2007,209945.828735233
7544,128,6420,1Fam,7,7,2,0,5,1928,1686,4,GasA,Y,1774,0,2009,169892.264328132
7545,,5586,Twnhs,5,8,2,1,6,2006,672,3,GasA,Y,1220,0,2008,168235.697352756
7546,68,11911,1Fam,6,5,1,1,6,1994,848,3,GasA,Y,1935,0,2008,186129.400600473
7547,21,9200,1Fam,7,5,2,0,6,1950,637,3,GasA,Y,1852,0,2008,133537.630930149
7548,74,9636,1Fam,6,5,2,0,9,1914,0,1,GasA,Y,1895,0,2009,152564.2356225
7549,63,11287,1Fam,6,5,2,0,7,1910,1086,1,GasA,Y,861,0,2006,129768.381701512
7550,86,9490,1Fam,4,5,2,1,6,1977,1431,3,GasA,Y,1563,0,2008,142735.929081705
7551,76,6240,1Fam,6,7,2,1,5,2003,1705,1,GasA,N,1728,0,2007,237292.957251469
7552,50,7175,1Fam,7,5,2,1,6,2005,780,2,GasA,Y,1336,0,2008,193245.48217655
7553,55,15431,1Fam,4,5,2,1,4,1972,998,2,GasA,Y,816,0,2006,132623.856925973
7554,65,11250,1Fam,6,8,2,1,6,1992,0,3,GasA,Y,1032,0,2008,148152.631911938
7555,70,4058,1Fam,5,5,1,0,10,2006,483,4,GasA,Y,2087,0,2010,147702.458617522
7556,95,6970,1Fam,5,5,3,0,7,1953,1090,3,GasA,Y,1502,0,2009,166435.43308334
7557,,12640,1Fam,6,4,1,0,4,1925,764,3,GasA,Y,1976,0,2009,166665.712040663
7558,60,3600,1Fam,6,5,1,1,5,2006,1868,2,GasA,Y,964,0,2009,157691.419832317
7559,69,1680,Twnhs,6,7,2,0,7,1976,525,5,GasA,Y,1296,0,2006,109084.483999221
7560,52,14115,1Fam,7,5,2,0,5,1997,742,3,GasA,Y,2046,0,2009,212407.550228527
7561,50,215245,TwnhsE,6,7,2,0,5,1936,1156,3,GasA,Y,861,0,2008,167481.116858266
7562,50,9142,1Fam,9,5,2,1,7,1976,1214,3,GasA,Y,1301,0,2008,224742.724495424
7563,78,10264,1Fam,8,7,1,0,8,1908,1086,3,GasA,Y,1779,0,2006,147099.955623941
7564,64,8877,1Fam,7,5,3,0,12,2007,1165,3,GasA,N,1383,0,2008,150452.954433195
7565,,1890,1Fam,7,6,2,0,6,1980,1442,2,GasA,Y,1640,0,2007,162004.555481598
7566,100,2665,1Fam,6,6,2,0,5,1967,1299,2,GasA,Y,1795,0,2008,149754.526354751
7567,75,10655,TwnhsE,6,5,1,0,5,1946,1461,4,GasA,Y,813,0,2006,192601.065525916
7568,111,10800,1Fam,8,7,1,1,5,1996,1362,2,GasA,Y,1680,0,2009,203916.280086854
7569,69,6792,Twnhs,8,5,2,0,5,2008,795,2,GasA,Y,1314,0,2006,172206.353488349
7570,80,10920,1Fam,6,5,1,0,6,1961,912,6,GasA,Y,1501,0,2008,144557.140740908
7571,,7200,1Fam,6,5,1,0,11,1958,1414,2,GasA,Y,827,648,2010,152444.704149064
7572,,8400,1Fam,6,5,1,0,7,1925,1444,0,GasA,Y,1470,0,2009,155880.414418139
7573,90,10562,1Fam,6,7,2,0,6,1935,684,2,GasA,Y,1056,0,2009,138087.211841221
7574,92,5000,1Fam,6,7,2,0,7,1974,2000,3,GasA,Y,1253,0,2008,185428.779072252
7575,129,7438,1Fam,6,5,2,0,6,1959,1196,4,GasA,Y,1502,0,2008,147711.050459839
7576,102,5105,1Fam,7,5,1,1,10,2005,756,2,GasA,Y,1484,0,2008,188106.602941505
7577,80,9135,1Fam,7,5,2,0,6,1971,1248,3,GasA,Y,1135,0,2010,172067.595165245
7578,89,6155,1Fam,4,6,1,1,6,1980,813,2,GasA,Y,1440,0,2007,177555.256646668
7579,95,7943,1Fam,5,6,2,1,7,2003,920,3,GasA,Y,2230,0,2009,190617.975634398
7580,72,11764,Duplex,5,6,3,0,5,1950,707,3,GasA,Y,1717,0,2006,151031.422398364
7581,,11216,TwnhsE,6,6,2,0,7,2005,551,2,GasA,Y,1040,0,2008,146287.755285417
7582,,9000,1Fam,6,6,1,1,5,1965,750,3,GasA,Y,1557,0,2006,163701.308117387
7583,100,19900,TwnhsE,7,5,1,0,7,1939,860,3,GasA,Y,1121,0,2010,117111.496040732
7584,50,8500,1Fam,6,5,1,0,4,1952,768,3,GasA,Y,1218,0,2006,114807.235070273
7585,85,9549,1Fam,6,6,3,1,7,2007,912,3,GasA,Y,1505,0,2006,183238.351843377
7586,45,10386,1Fam,7,5,2,0,5,2004,520,3,GasA,Y,1425,0,2009,162406.996698145
7587,21,215245,1Fam,5,5,1,1,6,1928,880,4,GasA,Y,1165,0,2008,143939.403905593
7588,,8892,TwnhsE,4,7,1,1,4,1988,938,1,GasA,Y,1204,0,2010,167025.177664532
7589,,115149,1Fam,8,6,2,1,7,2005,1293,3,GasA,N,1644,0,2008,260173.804634263
7590,63,11316,Twnhs,9,5,2,0,7,1971,1297,3,GasA,N,2462,0,2008,294721.823090924
7591,60,3196,1Fam,8,5,2,0,6,1965,1208,2,GasA,Y,1665,0,2006,213110.060999805
7592,52,3180,Duplex,9,8,2,1,8,1940,864,6,GasA,Y,1851,0,2007,269516.850294856
7593,70,2280,1Fam,4,8,1,1,6,1995,1142,3,GasA,Y,864,0,2009,176056.624341343
7594,33,10380,1Fam,8,8,2,1,5,1969,1029,3,GasA,Y,848,0,2006,201856.370322287
7595,96,7200,1Fam,7,5,1,1,4,1954,1152,3,GasW,Y,1216,0,2006,150416.707530465
7596,36,2544,1Fam,5,5,2,0,6,1968,858,2,GasA,Y,2094,0,2006,144717.852781772
7597,50,12144,1Fam,6,7,1,0,7,1956,1700,2,GasA,Y,1458,0,2007,165637.773053336
7598,,11317,1Fam,8,4,2,1,4,1893,660,2,GasA,Y,999,0,2008,145155.114440611
7599,36,11911,1Fam,5,5,1,1,5,1998,744,3,GasA,N,1349,0,2010,157890.516970726
7600,63,4712,TwnhsE,5,5,1,0,6,1961,1392,2,GasA,Y,1176,0,2008,124066.174491171
7601,150,11700,1Fam,8,5,1,1,8,1975,1158,4,GasA,Y,1040,0,2009,155607.246195605
7602,55,9830,1Fam,5,5,2,1,7,1972,696,3,GasA,Y,1968,0,2009,122787.591818343
7603,60,8635,1Fam,5,6,2,0,6,1956,654,3,GasA,Y,1092,0,2006,140046.862016121
7604,60,11198,1Fam,6,9,1,0,7,1973,882,3,GasA,Y,1053,0,2006,139417.131504449
7605,60,13418,1Fam,6,5,1,0,7,2004,1498,3,GasA,Y,1560,0,2006,209906.853715347
7606,100,13688,1Fam,7,6,2,0,4,1965,764,2,GasA,Y,1734,0,2009,200906.601324026
7607,60,5684,2fmCon,4,7,2,1,8,1966,894,2,GasA,Y,1842,0,2006,145444.679159208
7608,74,25286,1Fam,7,5,2,0,7,1958,697,2,GasA,Y,1253,0,2006,169555.769287044
7609,101,6040,2fmCon,7,7,1,0,7,1910,896,3,GasA,Y,3140,0,2009,167105.203709114
7610,,13869,1Fam,6,6,2,0,7,1976,918,3,GasA,Y,2183,0,2008,235383.188826925
7611,52,10400,1Fam,8,5,1,0,8,1970,2035,3,GasA,Y,2640,0,2006,289523.868016988
7612,96,15523,1Fam,8,3,2,0,3,1918,1026,3,GasA,N,1517,0,2007,181545.015489482
7613,73,10624,1Fam,7,8,2,0,7,1985,1056,3,GasA,Y,1144,0,2009,197009.391117315
7614,41,10386,1Fam,7,5,1,0,6,1908,747,3,GasA,Y,2243,0,2009,186822.2189299
7615,149,8400,1Fam,7,3,1,0,9,1964,105,3,GasA,Y,1347,0,2010,135410.188457012
7616,80,8600,TwnhsE,9,5,2,1,7,2000,870,4,GasA,Y,1344,0,2006,209368.774373845
7617,144,9873,1Fam,5,5,1,1,6,1999,1763,2,GasA,Y,1199,0,2007,184552.4660096
7618,,7018,1Fam,7,6,1,0,8,1965,864,2,GasA,Y,1479,0,2008,158314.827823376
7619,,9450,1Fam,8,7,2,1,5,1925,1262,2,GasA,Y,1647,0,2009,188156.406209617
7620,75,6300,1Fam,7,8,1,1,6,1951,1383,2,GasA,Y,1142,0,2009,168477.817700582
7621,75,14260,1Fam,5,5,1,0,5,1979,798,1,GasA,Y,1419,0,2007,144236.264404829
7622,69,39104,1Fam,7,5,2,0,6,1950,840,4,GasA,Y,1709,0,2007,244443.250988896
7623,50,10562,Duplex,8,6,2,0,6,2006,1709,2,GasA,Y,1324,0,2007,314523.498669381
7624,94,7685,1Fam,5,5,2,1,7,1941,910,3,GasW,Y,958,0,2010,102741.785867392
7625,65,10171,1Fam,6,7,1,0,3,1986,1350,3,GasA,Y,1350,0,2007,187102.832110272
7626,108,8712,TwnhsE,6,5,2,0,5,1996,1575,4,GasA,Y,2504,0,2007,229661.826919467
7627,80,6060,Duplex,7,7,2,0,5,2001,1120,4,GasA,Y,1960,0,2008,226855.549664463
7628,,14331,1Fam,6,6,1,0,5,2007,941,3,GasA,Y,928,0,2006,154098.975783224
7629,,4280,1Fam,9,5,1,1,6,1965,793,3,GasA,Y,923,0,2007,195070.672658259
7630,,10029,1Fam,7,5,1,0,8,1988,1143,2,GasA,Y,1629,0,2006,178145.262659154
7631,75,9452,1Fam,5,5,2,0,4,1970,1422,3,GasA,Y,1600,0,2006,169132.159675789
7632,55,12030,Duplex,6,6,2,0,6,1965,715,3,GasA,N,1572,0,2008,148630.293532466
7633,64,9180,1Fam,7,7,2,1,7,1931,808,2,GasA,Y,778,0,2009,134083.189154173
7634,60,12090,1Fam,4,5,2,1,6,1998,1064,4,GasA,Y,1092,0,2006,158040.437953281
7635,64,15602,TwnhsE,5,5,2,1,7,1910,1234,3,GasA,Y,2256,0,2007,150534.018114898
7636,80,11249,1Fam,5,5,1,0,9,2005,672,3,GasA,N,1692,0,2006,137032.609128355
7637,86,3180,1Fam,6,8,2,0,7,1997,980,1,GasA,Y,1092,0,2009,137525.359497033
7638,74,164660,1Fam,6,5,1,1,4,1988,882,3,GasA,Y,1710,0,2007,190857.750470973
7639,51,10480,1Fam,8,5,2,0,6,2000,1086,3,GasA,Y,1368,0,2006,188393.613546597
7640,80,13125,1Fam,7,5,1,0,5,2002,864,3,GasA,N,990,0,2009,156986.087423674
7641,130,11900,1Fam,7,5,2,1,7,1920,709,2,GasA,Y,1262,0,2009,157167.123298723
7642,85,10335,1Fam,6,5,1,0,6,2005,1013,3,GasA,N,1709,0,2010,222241.323476233
7643,,13891,1Fam,7,6,1,0,5,1963,1602,2,GasA,Y,773,0,2007,197515.04871291
7644,34,8462,1Fam,7,5,1,0,9,1994,1187,4,GasA,Y,2519,0,2008,237187.564431241
7645,,10000,1Fam,5,6,1,1,6,1972,1196,2,GasA,Y,1728,0,2008,178853.858262928
7646,55,6324,1Fam,9,5,1,0,7,1906,0,3,GasA,Y,1097,0,2008,177187.975487037
7647,60,5306,1Fam,5,5,2,1,9,2003,816,3,GasA,Y,1548,0,2009,158649.356913452
7648,,11404,1Fam,6,6,2,0,8,1950,1340,2,GasA,Y,951,0,2008,137606.984364639
7649,77,12800,1Fam,10,5,2,0,8,1975,1008,3,GasA,Y,1426,0,2007,232850.618910947
7650,54,9375,1Fam,5,5,2,0,8,2003,1370,3,GasA,Y,2376,0,2010,224973.61817803
7651,,12354,1Fam,6,6,2,0,7,1956,1067,3,GasA,Y,1262,0,2008,174041.897336815
7652,70,12640,1Fam,6,5,1,0,8,1924,864,3,GasA,Y,1360,0,2009,126963.398955181
7653,,8198,1Fam,5,5,2,1,6,1956,1461,3,GasA,Y,2646,0,2009,192110.825497316
7654,63,1680,1Fam,6,4,2,1,8,1919,1070,2,GasA,Y,886,0,2009,88894.9337086836
7655,60,11198,1Fam,7,5,1,1,6,1880,1719,3,GasA,Y,864,0,2007,125234.393154304
7656,98,8777,1Fam,6,7,3,0,7,2006,975,4,GasA,Y,1869,0,2008,195846.615771102
7657,70,8899,1Fam,5,8,2,0,5,2007,858,2,GasA,Y,1935,0,2009,186006.908344423
7658,43,13811,1Fam,5,6,2,1,6,1975,777,4,GasA,Y,1768,0,2010,114280.235311728
7659,43,7922,1Fam,7,8,2,1,6,2005,928,3,GasA,Y,1369,0,2010,189491.083330314
7660,88,9786,1Fam,8,6,2,0,6,2005,270,4,GasA,Y,1520,0,2006,161983.257904415
7661,65,7930,1Fam,5,5,2,0,8,2008,1052,3,GasA,Y,866,0,2007,133555.24726896
7662,,13758,1Fam,7,7,1,0,7,1950,1498,3,GasA,Y,1621,0,2010,209814.15084128
7663,70,11250,1Fam,6,6,1,0,5,2001,0,2,GasA,Y,1652,0,2008,164789.055931312
7664,,15578,1Fam,6,5,1,0,9,1978,1656,3,GasA,Y,1102,0,2006,170089.986361951
7665,50,11645,TwnhsE,6,7,2,0,6,1954,1561,3,GasA,Y,2713,0,2006,230432.035420699
7666,53,16647,1Fam,5,6,2,0,6,1990,1452,3,GasA,Y,1442,0,2006,166041.22797731
7667,80,6442,1Fam,8,5,2,0,8,1958,1237,3,GasA,Y,1577,0,2007,208344.315323532
7668,60,15426,1Fam,5,8,2,1,6,1906,720,2,GasA,Y,835,0,2007,134421.205682065
7669,,9550,1Fam,8,9,2,1,8,1924,864,3,GasA,Y,864,0,2008,171841.026850911
7670,78,9430,1Fam,6,5,2,1,6,2001,649,2,GasA,Y,1872,0,2008,186389.257724877
7671,60,16466,1Fam,6,4,1,0,6,2000,1584,2,GasA,Y,902,0,2007,192052.440695708
7672,21,10500,Twnhs,7,5,1,1,9,2004,1606,0,GasA,Y,1734,0,2010,265730.445436943
7673,,14762,1Fam,6,5,2,0,4,1969,1461,3,GasA,Y,1392,0,2007,211607.888105462
7674,81,13418,1Fam,5,5,1,0,8,2007,1614,2,GasA,Y,1547,0,2009,178720.608982521
7675,,1890,1Fam,6,5,2,0,6,1960,712,3,GasA,Y,2217,0,2010,143840.558697828
7676,80,9600,1Fam,7,4,1,0,9,1958,1484,3,GasA,Y,1344,0,2008,179666.185947039
7677,53,13472,1Fam,9,5,2,0,5,1916,720,3,GasA,Y,864,0,2007,198045.135055392
7678,78,9906,1Fam,6,7,2,0,7,1968,926,1,GasA,N,1072,0,2009,111181.577849923
7679,34,13869,1Fam,5,5,2,0,5,2006,819,2,GasA,Y,848,0,2006,154404.066700301
7680,85,9000,Twnhs,8,5,2,0,6,1963,611,6,GasA,Y,1324,0,2007,142967.997570934
7681,60,12209,1Fam,5,6,1,1,6,2003,689,4,GasA,N,864,0,2008,124106.011945577
7682,66,8544,1Fam,6,5,2,0,6,1948,1753,3,GasA,Y,1314,0,2009,176759.99255164
7683,60,10171,2fmCon,8,5,2,1,7,1978,1092,2,GasA,Y,2259,0,2009,250735.33127077
7684,72,10927,1Fam,5,5,1,1,6,1957,1253,2,GasA,Y,1112,0,2007,155984.957209449
7685,60,11428,1Fam,8,5,2,1,6,1965,0,2,GasA,Y,2610,0,2008,277121.521984333
7686,69,8244,1Fam,6,5,2,1,7,1953,1142,1,GasA,Y,1638,0,2006,169322.521596216
7687,74,7200,1Fam,8,5,2,0,6,1968,1649,3,GasA,Y,1588,0,2008,212508.221633549
7688,60,46589,1Fam,5,7,2,1,5,1998,630,3,GasA,Y,816,0,2007,110005.431947796
7689,63,1680,1Fam,6,5,1,1,4,2003,1573,3,GasA,Y,1108,0,2006,173358.94726256
7690,54,8405,1Fam,9,6,2,0,4,1921,1763,3,GasA,Y,1148,0,2009,254424.443675816
7691,70,8125,2fmCon,6,8,2,1,6,1960,1109,3,GasA,Y,1229,0,2010,154514.053328083
7692,,8012,1Fam,8,5,1,0,6,1930,720,2,GasA,Y,1118,0,2008,128459.69221989
7693,67,6442,1Fam,5,5,1,0,6,2001,1496,2,GasA,Y,2224,0,2009,210554.249516408
7694,,13286,TwnhsE,5,5,1,0,8,1925,2078,3,GasA,Y,1742,0,2006,202490.88968192
7695,70,9286,1Fam,5,6,2,0,7,1957,2006,3,GasA,Y,1032,0,2008,159906.807999764
7696,76,10625,Twnhs,5,5,2,1,7,2004,1175,4,GasA,Y,1954,0,2009,181380.791373611
7697,,9248,1Fam,6,4,2,1,6,1940,747,3,GasA,Y,1496,0,2006,139849.452007411
7698,72,11070,1Fam,5,7,1,1,5,1957,1008,3,GasA,Y,1494,0,2009,112401.906946675
7699,94,27650,1Fam,4,7,2,1,5,1965,1175,1,GasA,Y,1786,0,2006,201090.643579925
7700,57,7472,1Fam,5,5,2,0,5,2005,1482,3,GasA,Y,1812,0,2007,208069.806136264
7701,77,9150,1Fam,5,5,2,0,7,1981,1617,2,GasA,Y,1056,0,2009,173900.718841346
7702,85,7851,1Fam,5,5,1,1,7,1955,1121,3,GasA,Y,816,0,2008,112985.047312051
7703,50,6240,Twnhs,8,6,2,1,8,1997,907,3,GasA,Y,1108,0,2008,155821.411993912
7704,60,8520,1Fam,6,7,2,0,6,1976,1095,4,GasA,Y,1389,0,2007,167164.641237033
7705,,10463,1Fam,5,8,1,1,7,1970,1026,2,GasA,Y,1040,0,2007,181448.239338443
7706,51,9236,1Fam,4,5,2,1,9,1994,961,3,GasA,Y,1112,0,2007,162315.597131764
7707,43,7244,1Fam,8,6,1,0,6,1974,1340,3,GasA,Y,1539,0,2007,201685.926833065
7708,65,14191,1Fam,6,5,2,0,8,2002,1650,3,GasA,Y,1392,0,2007,198341.157338849
7709,,14157,1Fam,8,6,1,0,6,1982,912,4,GasA,Y,1482,0,2009,216725.125013137
7710,,3604,1Fam,4,5,2,0,6,1936,1372,3,GasW,Y,1108,0,2009,101117.572310561
7711,73,9900,1Fam,6,5,2,0,6,1970,0,4,GasA,Y,1200,0,2007,95589.4414224852
7712,96,11616,1Fam,6,5,2,1,9,1940,1517,2,GasA,Y,1826,0,2006,176054.167165039
7713,70,9020,1Fam,7,5,1,0,6,1997,660,2,GasA,Y,789,0,2009,145157.756552604
7714,85,8393,1Fam,6,5,1,1,5,1978,991,3,GasA,Y,1054,0,2007,176288.049734362
7715,57,7200,1Fam,6,4,1,0,6,1999,848,3,GasA,Y,1344,0,2007,158522.820116892
7716,35,2308,2fmCon,7,7,1,0,8,1994,1522,2,GasA,Y,1484,0,2008,213999.045983458
7717,60,7018,1Fam,7,8,2,1,6,2006,770,1,GasA,Y,1600,0,2009,194316.277165415
7718,74,10846,1Fam,8,7,1,1,4,1978,1264,3,GasA,Y,1309,0,2010,181670.818113468
7719,68,4282,1Fam,5,8,2,0,9,1900,1073,3,GasA,Y,1700,0,2007,106512.616851878
7720,68,6563,1Fam,8,6,1,0,6,1981,965,4,GasA,Y,2403,0,2006,235093.894545137
7721,60,10463,1Fam,7,5,2,1,11,1977,0,3,GasA,Y,2082,0,2006,158418.673085743
7722,,6120,1Fam,7,5,1,1,6,2004,1488,3,GasA,Y,2121,0,2006,205789.957726993
7723,84,8470,1Fam,7,5,1,0,6,2008,740,3,GasA,Y,1686,0,2007,192375.729771672
7724,70,5400,1Fam,5,5,2,0,6,1963,1604,4,GasA,Y,2448,0,2009,134097.647345196
7725,82,6324,1Fam,5,5,1,0,7,1945,658,3,GasA,Y,1224,0,2009,140417.585373613
7726,85,9591,1Fam,6,5,2,1,11,1965,630,3,GasA,Y,1077,0,2006,122989.362383577
7727,24,9505,1Fam,8,5,2,0,10,2005,1440,3,GasA,Y,990,0,2006,224864.85197256
7728,80,4274,1Fam,2,5,2,0,7,1955,958,4,GasA,Y,720,0,2007,69316.3630872057
7729,82,16321,1Fam,8,6,2,1,6,1940,1040,3,GasA,Y,1340,0,2006,193504.411907454
7730,50,11200,1Fam,5,6,2,0,7,1936,1128,2,GasA,Y,1266,0,2006,157722.643257832
7731,,8849,TwnhsE,5,6,1,0,7,2000,0,2,GasA,N,1344,0,2006,139266.500866841
7732,50,7420,1Fam,7,5,2,1,6,1965,928,3,GasA,Y,747,0,2009,124119.677540394
7733,66,9337,1Fam,6,5,1,0,6,1959,530,2,GasA,Y,2062,0,2006,170331.925328069
7734,60,11457,1Fam,8,5,1,0,6,1930,1107,3,GasA,Y,918,0,2009,174503.363011172
7735,110,11310,TwnhsE,7,5,2,1,9,1955,2153,1,GasA,Y,796,0,2008,212009.962367922
7736,70,8750,1Fam,6,4,2,1,6,1941,992,2,GasA,Y,864,0,2009,116527.535067789
7737,52,11694,1Fam,5,6,2,0,6,1962,1040,3,GasA,N,1905,0,2009,137216.463836175
7738,112,8000,1Fam,5,5,1,1,7,1949,1040,3,GasA,Y,1362,0,2008,152345.909599726
7739,70,8892,Twnhs,5,5,1,0,6,1972,1120,3,GasA,Y,2028,0,2006,150130.85570423
7740,,10628,1Fam,7,9,1,1,5,1937,768,4,GasA,Y,2344,0,2007,252936.402885176
7741,60,16259,1Fam,6,6,2,1,7,1995,840,2,GasA,Y,605,0,2008,149384.190811326
7742,97,8450,1Fam,4,7,1,1,6,2003,848,3,GasA,Y,1034,0,2008,115884.403114857
7743,,2572,1Fam,6,5,1,0,7,1900,780,3,GasA,Y,924,0,2009,111887.192060117
7744,75,5395,1Fam,5,4,1,0,5,1921,728,4,GasA,Y,969,0,2006,73713.8687384753
7745,70,14115,1Fam,6,5,1,0,8,1968,1097,3,GasW,Y,2090,0,2007,193443.606103208
7746,40,7015,1Fam,6,8,2,0,6,1958,551,3,GasA,N,1314,0,2007,135975.151560651
7747,66,9531,1Fam,5,5,1,1,7,2006,3206,2,GasA,Y,987,0,2009,191013.467420256
7748,42,14585,1Fam,7,5,2,0,7,1922,816,3,GasA,Y,894,0,2010,95224.4063571483
7749,75,13695,1Fam,9,6,2,0,9,1925,1814,3,GasA,Y,1196,0,2006,257963.891663886
7750,77,13518,Twnhs,5,5,1,2,6,1964,864,3,GasA,Y,1710,0,2006,171850.344983511
7751,64,8877,1Fam,5,5,1,1,7,1964,1109,4,GasA,Y,1595,0,2009,146599.090179855
7752,40,12640,1Fam,6,5,3,0,6,1958,1026,3,GasA,Y,1756,0,2010,119192.158882426
7753,74,14859,1Fam,5,5,2,0,5,1987,735,2,GasA,Y,1839,0,2009,174643.708065343
7754,64,11146,1Fam,7,5,2,1,6,1952,1040,4,GasA,Y,1505,0,2008,183347.847049503
7755,109,13695,1Fam,7,6,2,0,6,1970,1262,3,GasA,Y,2034,0,2006,217417.573196608
7756,84,9672,1Fam,6,5,2,0,5,1995,768,2,GasA,Y,1776,0,2010,203203.929018773
