LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold,SalePrice
60,2572,1,0,0,0,0,5,8,2,1,6,1994,0,3,1,0,0,0,0,1,1452,0,2008,200027.057574539
98,10624,1,0,0,0,0,5,3,1,0,7,1977,1256,4,1,0,0,0,0,1,1363,0,2009,98553.0865155058
30,9120,1,0,0,0,0,7,5,1,0,7,1949,2077,3,1,0,0,0,0,1,1694,0,2009,173977.669747042
48,27650,1,0,0,0,0,7,7,1,1,8,1950,1500,3,1,0,0,0,0,1,1176,0,2007,223889.836257503
63,13000,1,0,0,0,0,5,5,1,0,5,2009,547,2,1,0,0,0,0,1,1214,0,2010,168068.740185788
36,4435,1,0,0,0,0,6,6,2,1,7,2005,998,3,1,0,0,0,0,1,858,0,2009,143768.697660708
99,4438,0,0,0,0,1,7,7,3,1,6,1934,1364,4,1,0,0,0,0,1,1710,0,2006,224770.857373865
74,8400,1,0,0,0,0,6,5,2,0,5,1965,483,2,1,0,0,0,0,1,1092,0,2009,126124.258175259
69.7719596646823,6435,1,0,0,0,0,4,5,2,1,7,1971,1478,3,1,0,0,0,0,1,1971,0,2008,124888.283138631
94,8125,1,0,0,0,0,4,5,1,1,7,1979,802,3,1,0,0,0,0,1,2696,0,2010,132979.357566974
71,2308,1,0,0,0,0,5,5,3,1,8,1958,0,2,1,0,0,0,0,1,928,0,2007,88535.2551830048
80,7252,1,0,0,0,0,7,5,1,1,5,1954,536,4,1,0,0,0,0,1,1733,0,2007,158779.267879382
69.7719596646823,6204,1,0,0,0,0,5,5,2,2,4,2005,999,2,1,0,0,0,1,0,2259,0,2010,181016.14291338
69.7719596646823,15426,1,0,0,0,0,9,4,2,0,7,1910,536,3,1,0,0,0,0,1,1241,0,2006,177217.484813398
69.7719596646823,40094,1,0,0,0,0,5,6,2,1,6,2005,3094,2,1,0,0,0,0,1,768,0,2008,208825.049967958
60,8450,1,0,0,0,0,8,3,1,0,5,1972,1766,3,1,0,0,0,0,1,1452,0,2007,209010.794115877
44,12456,1,0,0,0,0,5,6,1,1,5,1941,1814,3,1,0,0,0,0,1,1358,0,2008,204298.552271587
74,6000,1,0,0,0,0,10,5,1,0,4,1955,1610,3,1,0,0,0,0,1,1640,0,2007,232599.549350222
69.7719596646823,2117,1,0,0,0,0,6,5,1,1,8,1918,822,3,1,0,0,0,0,1,1520,0,2008,161774.791542751
66,11478,1,0,0,0,0,7,5,1,0,5,2003,864,4,1,0,0,0,0,1,1440,0,2008,211866.737838395
69.7719596646823,5232,1,0,0,0,0,5,5,2,0,4,2006,1056,3,1,0,0,0,0,1,1766,0,2009,173644.717110052
88,15576,1,0,0,0,0,6,5,1,1,7,1996,1267,4,1,0,0,0,0,1,955,0,2006,133828.087659697
92,10240,1,0,0,0,0,5,6,2,1,6,1958,546,4,1,0,0,0,0,1,2236,0,2008,155779.423692173
68,31770,1,0,0,0,0,7,7,2,1,8,1965,756,3,1,0,0,0,0,1,1073,0,2009,157871.366171919
69.7719596646823,10562,1,0,0,0,0,6,6,2,0,9,1995,738,2,1,0,0,0,0,1,1436,0,2010,186372.4445767
78,16033,1,0,0,0,0,5,5,2,0,8,1957,1299,3,1,0,0,0,0,1,1269,0,2008,144560.222324941
69.7719596646823,7018,1,0,0,0,0,6,5,2,1,7,1969,1694,3,1,0,0,0,0,1,1684,0,2008,141285.593488432
65,3922,1,0,0,0,0,5,7,1,0,7,1953,780,3,1,0,0,0,0,1,864,0,2010,120826.685304568
60,10440,1,0,0,0,0,7,5,1,0,5,2004,912,2,1,0,0,0,0,1,1668,0,2010,200816.423938983
60,9450,1,0,0,0,0,6,5,1,1,9,1972,1097,2,1,0,0,0,1,0,924,0,2006,138582.657317855
69.7719596646823,9750,1,0,0,0,0,5,7,1,1,6,1928,864,3,1,0,0,0,0,1,1600,0,2009,184374.354161031
75,12919,1,0,0,0,0,8,5,1,1,6,1986,822,3,1,0,0,0,0,1,1337,0,2006,195789.411140599
69.7719596646823,14442,1,0,0,0,0,5,6,2,0,6,1972,1424,2,1,0,0,0,0,1,1536,0,2010,176006.132439053
61,12011,1,0,0,0,0,6,7,1,0,5,1997,1214,3,1,0,0,0,0,1,2126,0,2009,167879.42702987
69.7719596646823,9500,1,0,0,0,0,5,7,2,0,8,1986,1004,3,1,0,0,0,0,1,1352,0,2008,203381.939919895
60,8834,1,0,0,0,0,7,7,1,1,7,1998,1473,3,1,0,0,0,0,1,1225,0,2009,214020.044517626
70,8012,1,0,0,0,0,7,5,2,1,6,2005,1041,3,1,0,0,0,0,1,1915,0,2008,220701.797359087
69.7719596646823,7590,1,0,0,0,0,4,4,2,0,5,2004,1078,2,1,0,0,0,0,1,2200,0,2006,170707.367445087
44,8450,1,0,0,0,0,8,6,2,0,5,2003,1710,3,1,0,0,0,0,1,1344,0,2010,280286.259086459
75,8536,1,0,0,0,0,7,6,1,0,3,1920,1079,4,1,0,0,0,0,1,720,0,2008,116651.316215185
79,9200,1,0,0,0,0,6,5,2,1,5,1900,1234,1,1,0,0,0,0,1,1102,0,2007,129218.033916881
80,1596,1,0,0,0,0,8,7,2,1,8,2004,1026,3,1,0,0,0,0,1,767,0,2010,181017.860081719
99,8520,1,0,0,0,0,7,9,2,0,4,1923,1097,3,1,0,0,0,0,1,1471,0,2007,146872.163418424
69.7719596646823,9550,1,0,0,0,0,6,7,3,1,6,1936,1156,4,1,0,0,0,0,1,1319,0,2008,169488.248448099
85,10140,1,0,0,0,0,4,2,1,0,6,2003,547,4,1,0,0,0,0,1,2730,0,2009,177966.369266968
34,3230,0,0,0,0,1,8,7,1,0,7,1993,1533,3,1,0,0,0,0,1,1337,0,2009,273849.092077659
41,9938,0,0,0,1,0,7,7,0,0,6,1963,774,3,1,0,0,0,0,1,1200,0,2009,148021.277205756
41,12224,1,0,0,0,0,6,8,2,1,6,1958,723,3,1,0,0,0,0,1,1716,0,2008,159807.590041891
69.7719596646823,11250,1,0,0,0,0,8,5,2,1,7,1956,756,3,1,0,0,0,0,1,1080,0,2006,154163.118590554
69.7719596646823,13560,0,0,0,1,0,5,5,1,1,7,1970,658,3,1,0,0,0,0,1,2270,0,2009,149177.916631769
86,8529,0,0,0,1,0,6,5,2,1,6,1939,1595,2,1,0,0,0,0,1,1369,0,2009,154992.614338971
80,10140,1,0,0,0,0,5,6,1,0,6,2001,845,1,1,0,0,0,0,1,1062,0,2010,131611.493715638
85,11900,0,0,0,0,1,9,5,1,0,5,1954,626,3,1,0,0,0,0,1,1664,0,2008,235836.817411941
100,14450,0,0,0,0,1,8,5,1,0,6,2004,992,3,1,0,0,0,0,1,988,0,2006,214627.361181946
78,8475,1,0,0,0,0,7,6,1,0,8,2005,1610,2,1,0,0,0,0,1,1976,0,2008,251723.567936562
68,3010,1,0,0,0,0,7,5,1,1,5,2007,1026,3,1,0,0,0,0,1,2630,0,2010,221814.404083052
90,10004,1,0,0,0,0,8,5,1,0,6,1928,1161,3,1,0,0,0,0,1,720,0,2007,132371.366295126
36,11070,1,0,0,0,0,5,6,2,0,6,2001,1065,3,1,0,0,0,0,1,1539,0,2009,192161.958251773
79,2645,1,0,0,0,0,5,7,2,1,6,1979,672,3,1,0,0,0,0,1,1593,0,2009,164965.22011799
91,1950,0,0,0,0,1,9,5,1,1,11,1986,1330,3,1,0,0,0,0,1,1664,0,2007,233000.000435919
67,9965,1,0,0,0,0,8,5,2,0,10,2004,1210,2,1,0,0,0,0,1,2036,0,2007,273364.422270434
81,1491,1,0,0,0,0,5,5,2,1,8,1928,528,3,1,0,0,0,0,1,1576,0,2008,111175.580147888
69.7719596646823,12220,1,0,0,0,0,7,7,1,0,5,1976,697,3,1,0,0,0,0,1,1595,0,2006,182122.353490547
121,7200,1,0,0,0,0,7,7,1,1,7,1995,561,3,1,0,0,0,0,1,1228,0,2009,177669.46000589
72,13400,1,0,0,0,0,8,5,1,1,5,1972,832,3,1,0,0,0,0,1,1336,0,2010,188639.938929521
52,11851,1,0,0,0,0,7,5,1,0,7,1973,1268,3,1,0,0,0,0,1,1116,0,2007,130017.170817387
75,11888,1,0,0,0,0,6,5,1,1,3,1994,912,1,1,0,0,0,0,1,1663,0,2009,179448.557014222
44,10140,1,0,0,0,0,5,6,2,0,7,1993,1008,3,1,0,0,0,0,1,1505,0,2008,160093.187174413
75,14175,1,0,0,0,0,4,5,1,1,6,1910,588,2,1,0,0,0,0,1,1336,0,2007,99512.7879672515
91,13360,1,0,0,0,0,6,5,1,1,7,2003,1709,3,1,0,0,0,0,1,910,0,2009,234908.016113128
79,7920,1,0,0,0,0,8,5,1,0,6,1973,774,3,1,0,0,0,0,1,1710,0,2008,214202.291977128
60,7892,1,0,0,0,0,6,5,1,1,9,2003,952,1,1,0,0,0,0,1,2596,0,2007,204695.44260954
82,9200,1,0,0,0,0,6,7,1,1,7,1977,884,2,1,0,0,0,0,1,1872,0,2009,172216.039400041
80,10240,1,0,0,0,0,6,5,1,0,6,1965,264,2,1,0,0,0,0,1,1028,648,2008,91234.741306096
55,8530,0,0,0,1,0,8,4,2,0,7,1977,1444,2,1,0,0,0,0,1,1818,0,2008,247251.415676771
60,8339,1,0,0,0,0,6,5,1,0,7,2003,1698,3,1,0,0,0,0,1,1668,0,2009,179621.944954588
70,3196,1,0,0,0,0,8,6,1,1,9,1998,1040,4,1,0,0,0,0,1,1786,0,2009,197967.976400249
81,9000,1,0,0,0,0,7,7,1,0,7,1957,1643,2,1,0,0,0,0,1,1774,0,2010,211017.992727052
60,10029,0,0,0,1,0,6,8,1,0,7,1998,1440,3,1,0,0,0,0,1,1381,0,2009,219907.643921827
64,13651,1,0,0,0,0,7,6,2,1,8,2006,1190,3,1,0,0,0,0,1,912,0,2010,187639.960052953
64,13501,1,0,0,0,0,5,8,1,0,5,1994,1436,3,1,0,0,0,0,1,1183,0,2009,159410.792501678
107,14450,1,0,0,0,0,7,5,2,0,7,1971,864,3,1,0,0,0,0,1,1604,0,2009,153250.362280134
69.7719596646823,10000,1,0,0,0,0,5,6,1,1,5,2002,912,3,1,0,0,0,0,1,882,0,2007,133125.77859731
62,9803,1,0,0,0,0,5,7,1,0,6,1958,832,3,1,0,0,0,0,1,2090,0,2009,201566.460480699
140,5063,0,0,0,0,1,6,5,1,1,6,1923,1844,3,1,0,0,0,0,1,2624,0,2007,181064.632087785
40,12358,1,0,0,0,0,6,7,2,0,6,1925,1026,1,1,0,0,0,0,1,2727,0,2008,206746.236007792
70,3196,0,0,0,0,1,6,7,2,1,9,1971,1518,1,1,0,0,0,0,1,1308,0,2009,185941.56559869
80,6768,0,0,1,0,0,8,5,1,0,4,1960,1440,3,1,0,0,0,1,0,1094,0,2010,224828.528614505
69.7719596646823,13072,0,0,1,0,0,7,3,1,0,5,1964,896,3,1,0,0,0,0,1,1694,0,2010,153462.454334542
93,22950,0,0,0,0,1,7,5,2,1,6,1965,1144,8,1,0,0,0,0,1,1476,0,2010,149573.538006312
75,5000,0,0,0,1,0,6,5,2,0,7,2003,910,3,1,0,0,0,0,1,1535,0,2008,145713.719155526
110,1680,1,0,0,0,0,3,5,2,1,7,1969,1792,3,1,0,0,0,0,1,2149,0,2007,140299.996225323
35,9612,0,0,0,1,0,4,5,2,0,5,1973,1153,2,1,0,0,0,0,1,1320,0,2006,122749.635476178
69.7719596646823,8520,0,0,0,0,1,7,6,2,0,6,1972,1593,3,1,0,0,0,0,1,1400,0,2008,171022.857899198
41,11241,0,0,1,0,0,5,5,1,0,7,1948,901,3,1,0,0,0,0,1,1436,0,2008,144985.115406992
75,2117,1,0,0,0,0,6,7,1,0,4,2001,1392,3,1,0,0,0,0,1,1092,0,2010,162137.582859868
70,9600,1,0,0,0,0,6,5,0,1,9,1910,864,3,1,0,0,0,0,1,1306,0,2008,150260.173421674
42,5790,1,0,0,0,0,5,5,2,0,4,1962,1392,3,1,0,0,0,1,0,2344,0,2006,157979.825146758
96,12227,1,0,0,0,0,7,5,1,0,5,1966,864,3,1,0,0,0,0,1,780,0,2009,127291.183892356
80,7018,1,0,0,0,0,4,9,1,0,6,1920,483,4,1,0,0,0,0,1,1442,0,2008,104245.131704946
60,11317,1,0,0,0,0,7,5,1,1,4,1880,608,2,1,0,0,0,0,1,864,0,2007,124283.479872062
69,3182,1,0,0,0,0,7,5,2,0,4,1958,1001,2,1,0,0,0,0,1,1486,0,2009,163788.595421575
100,20896,1,0,0,0,0,7,5,1,0,4,1971,1237,4,1,0,0,0,0,1,1501,0,2007,205445.01895488
99,9945,1,0,0,0,0,6,6,1,1,7,2006,1099,3,1,0,0,0,0,1,1414,0,2008,150146.847548781
100,25000,1,0,0,0,0,6,7,1,0,7,1925,384,3,1,0,0,0,0,1,1701,0,2008,201753.354014509
50,10846,1,0,0,0,0,5,3,1,1,7,2004,1121,3,1,0,0,0,1,0,1416,0,2007,138584.879531347
79,3196,1,0,0,0,0,7,5,1,0,6,2006,1145,2,1,0,0,0,0,1,2630,0,2007,234569.045431612
24,2645,1,0,0,0,0,7,5,1,0,9,1994,1234,3,1,0,0,0,0,1,1394,0,2006,171359.913771481
60,9600,1,0,0,0,0,7,5,2,0,10,1970,1040,2,1,0,0,0,0,1,1310,0,2010,156439.916701627
73,14803,1,0,0,0,0,5,5,1,0,6,1955,624,3,1,0,0,0,1,0,752,0,2010,76373.130034342
66,11029,1,0,0,0,0,5,7,1,0,11,1965,1232,3,1,0,0,0,1,0,864,0,2009,86487.7056478661
57,9100,1,0,0,0,0,7,4,1,0,9,1948,864,3,1,0,0,0,0,1,999,0,2007,158794.369650098
75,5350,1,0,0,0,0,6,6,2,1,8,1951,660,3,1,0,0,0,0,1,1362,0,2008,149404.119670825
96,7630,1,0,0,0,0,7,6,2,0,4,2007,1056,3,1,0,0,0,0,1,1228,0,2009,172579.932211358
65,12155,1,0,0,0,0,7,5,2,1,6,2002,1141,3,1,0,0,0,0,1,864,0,2009,149256.430044243
70,10007,1,0,0,0,0,7,5,2,0,7,2004,1215,2,1,0,0,0,0,1,1558,0,2007,203290.142250606
70,11216,1,0,0,0,0,5,3,1,0,6,2007,1040,2,1,0,0,0,0,1,1229,0,2009,105916.950495682
69.7719596646823,9453,1,0,0,0,0,5,5,2,0,8,1976,1453,3,1,0,0,0,0,1,2978,0,2008,237364.706755727
62,10690,1,0,0,0,0,7,6,2,0,8,1999,1522,3,1,0,0,0,0,1,1350,0,2007,182604.033284283
69.7719596646823,2280,1,0,0,0,0,6,5,1,0,7,2007,764,3,1,0,0,0,0,1,980,0,2008,146668.84697378
100,13125,1,0,0,0,0,7,5,2,0,14,2001,1065,3,1,0,0,0,0,1,2217,0,2009,289571.943552309
72,9022,1,0,0,0,0,5,5,2,0,4,2003,1150,2,1,0,0,0,0,1,1953,0,2007,209753.930307219
74,10041,1,0,0,0,0,10,5,2,1,7,1947,1199,2,1,0,0,0,0,1,1140,0,2006,219018.555217524
75,6240,1,0,0,0,0,4,6,2,1,6,1961,894,3,1,0,0,0,0,1,1795,0,2008,137709.037294528
86,7015,1,0,0,0,0,8,5,2,0,5,1972,1208,3,1,0,0,0,0,1,2344,0,2008,273310.392756082
50,1526,1,0,0,0,0,7,6,1,0,4,2006,1518,3,1,0,0,0,0,1,1700,0,2009,227917.96903928
69,8712,1,0,0,0,0,10,7,2,1,6,1980,1164,3,1,0,0,0,1,0,866,0,2007,211040.610190818
70,8820,1,0,0,0,0,5,5,1,0,4,1987,1176,3,1,0,0,0,0,1,1458,0,2010,147535.497976784
55,4388,1,0,0,0,0,5,5,2,1,5,2007,948,3,1,0,0,0,0,1,3222,0,2008,202380.579557354
69.7719596646823,5395,1,0,0,0,0,7,5,2,0,7,1961,1413,1,1,0,0,0,0,1,968,0,2009,153468.8255592
69.7719596646823,5105,1,0,0,0,0,8,5,1,0,6,1954,908,1,1,0,0,0,0,1,1389,0,2006,173780.014002471
51,9100,1,0,0,0,0,5,6,1,0,6,1935,1249,3,1,0,0,0,0,1,892,0,2007,85926.3264356793
60,9452,1,0,0,0,0,5,5,1,1,5,2007,1225,3,1,0,0,0,0,1,1768,0,2007,176004.595101171
35,10140,1,0,0,0,0,7,6,2,0,5,2004,988,3,1,0,0,0,0,1,2291,0,2009,224020.240517488
73,12274,1,0,0,0,0,1,8,2,0,7,1920,1626,3,1,0,0,0,0,1,1924,0,2008,186036.357301658
100,11900,1,0,0,0,0,7,5,2,0,12,1941,998,2,1,0,0,0,0,1,2654,0,2006,272931.706972962
69.7719596646823,8640,1,0,0,0,0,8,5,1,1,4,2008,2216,3,1,0,0,0,0,1,1479,0,2009,286143.417661683
69.7719596646823,3196,1,0,0,0,0,7,5,2,1,6,1928,1057,3,1,0,0,0,0,1,1614,0,2009,166395.919719433
69.7719596646823,9313,0,0,0,1,0,7,6,2,0,8,1998,856,3,1,0,0,0,0,1,861,0,2007,146871.734801823
77,13265,1,0,0,0,0,5,7,2,0,8,1972,1800,3,1,0,0,0,0,1,1204,0,2010,192524.592822589
40,9464,1,0,0,0,0,7,5,2,1,6,2007,1390,2,1,0,0,0,0,1,2200,0,2008,257221.284841109
52,8012,1,0,0,0,0,4,5,1,1,6,1975,384,3,1,0,0,0,0,1,1960,0,2008,142447.667544449
100,7677,0,0,0,0,1,5,8,2,1,3,2006,650,3,1,0,0,0,0,1,1470,0,2009,144808.629566603
24,8400,1,0,0,0,0,5,5,1,1,5,1999,1084,3,1,0,0,0,0,1,2358,0,2010,181827.676636096
75,13568,1,0,0,0,0,5,5,2,1,6,1962,783,3,1,0,0,0,0,1,1442,0,2008,162579.142619039
70,9800,1,0,0,0,0,7,5,2,1,4,1966,1742,4,1,0,0,0,0,1,1578,0,2007,149949.724195335
81,12274,0,0,1,0,0,7,5,2,0,5,1959,910,2,1,0,0,0,0,1,958,0,2008,167649.865748679
57,10530,1,0,0,0,0,7,5,2,0,6,1940,924,3,1,0,0,0,0,1,1215,0,2007,146709.617100304
86,10400,1,0,0,0,0,5,5,2,0,10,1968,1517,1,1,0,0,0,0,1,1888,0,2008,145822.816893659
58,12803,1,0,0,0,0,5,5,2,0,5,1968,686,3,1,0,0,0,1,0,1792,0,2009,132939.004749195
60,15611,0,0,0,0,1,7,5,1,0,8,2009,1616,2,1,0,0,0,0,1,1694,0,2006,244624.214841983
85,10141,1,0,0,0,0,6,5,2,1,8,1969,1232,4,1,0,0,0,1,0,2263,0,2006,170730.898002783
107,5395,1,0,0,0,0,5,5,1,1,6,1985,1582,3,1,0,0,0,0,1,1095,0,2007,157349.408209262
70,12822,0,0,0,0,1,8,5,2,0,5,1936,1768,2,1,0,0,0,0,1,1032,0,2007,253691.448117048
66,8600,1,0,0,0,0,7,5,1,1,9,1955,1126,3,1,0,0,0,0,1,864,0,2009,162955.166962531
51,2544,1,0,0,0,0,7,5,2,0,7,1977,864,3,1,0,0,0,1,0,1163,0,2006,150297.188197135
66,13695,1,0,0,0,0,8,5,2,0,8,1980,1496,2,1,0,0,0,0,1,1057,0,2009,240426.121107292
75,13400,1,0,0,0,0,6,4,1,0,6,1922,3206,3,1,0,0,0,0,1,1422,0,2009,138992.931169736
85,9937,0,0,0,0,1,6,5,2,0,5,2008,1063,3,1,0,0,0,0,1,1111,0,2009,168586.519130855
45,9142,1,0,0,0,0,6,6,1,1,7,2005,1203,3,1,0,0,0,0,1,1718,0,2008,212325.984152449
69.7719596646823,10395,1,0,0,0,0,8,7,2,1,6,1998,1098,2,1,0,0,0,0,1,2223,0,2009,262300.747394766
73,14364,1,0,0,0,0,9,5,2,0,5,2007,1060,3,1,0,0,0,0,1,1790,0,2006,274318.299918414
85,6380,1,0,0,0,0,4,5,1,0,7,1969,1121,3,1,0,0,0,0,1,1714,0,2006,120827.846034169
69.7719596646823,9600,1,0,0,0,0,4,5,2,0,5,1967,967,4,1,0,0,0,0,1,1430,0,2009,135577.108766967
60,53227,1,0,0,0,0,7,5,1,1,6,1998,965,2,1,0,0,0,0,1,882,0,2008,181807.851645986
43,6120,1,0,0,0,0,8,7,2,0,5,1959,720,3,1,0,0,0,0,1,1422,0,2009,164737.165397676
30,10083,1,0,0,0,0,8,4,2,0,8,1950,1437,3,1,0,0,0,1,0,1382,0,2009,210053.453311872
90,7200,1,0,0,0,0,5,5,1,0,4,1936,600,4,1,0,0,0,0,1,1228,0,2006,95660.6925632308
56,5100,1,0,0,0,0,6,5,1,0,8,1970,686,3,1,0,0,0,0,1,784,0,2010,117237.837343661
70,7599,1,0,0,0,0,5,5,2,0,5,1992,1431,3,1,0,0,0,0,1,1935,0,2008,195006.064016709
80,13005,1,0,0,0,0,7,5,2,0,5,2006,1127,3,1,0,0,0,0,1,1378,0,2007,222438.394982195
74,9790,1,0,0,0,0,5,5,2,1,5,2007,1262,3,1,0,0,0,0,1,1097,0,2009,139654.276501188
50,9337,1,0,0,0,0,5,6,2,1,6,1977,1394,3,1,0,0,0,0,1,1960,0,2010,171356.075750003
69.7719596646823,7056,1,0,0,0,0,5,5,2,0,5,1997,0,3,1,0,0,0,0,1,1802,0,2006,149926.194864981
72,6000,1,0,0,0,0,7,5,2,1,7,2005,996,3,1,0,0,0,0,1,1029,0,2009,153259.918318296
69.7719596646823,8777,1,0,0,0,0,6,5,3,0,5,1882,1844,3,1,0,0,0,0,1,1198,0,2008,178852.132219512
63,10552,0,0,1,0,0,5,5,2,0,8,1993,0,4,1,0,0,0,0,1,1232,0,2007,93869.4998045383
51,5330,1,0,0,0,0,5,7,1,0,5,1972,816,3,1,0,0,0,0,1,1002,0,2008,106773.791742187
50,19296,0,0,1,0,0,7,5,1,0,11,1956,1436,2,1,0,0,0,0,1,1566,0,2007,193196.614084065
83,9675,1,0,0,0,0,6,5,1,0,6,1957,710,3,1,0,0,0,0,1,1368,0,2007,143122.497936431
120,6979,1,0,0,0,0,5,7,1,1,5,1952,1157,3,1,0,0,0,0,1,1062,0,2007,100479.576411239
36,6960,1,0,0,0,0,6,5,2,0,7,1999,864,3,0,1,0,0,0,1,894,0,2009,133066.368850033
45,8633,1,0,0,0,0,7,5,2,1,10,1996,923,2,1,0,0,0,0,1,1337,0,2007,173531.343875154
70,7050,1,0,0,0,0,8,5,1,0,5,1900,1391,3,1,0,0,0,0,1,980,0,2007,132682.446130865
69.7719596646823,13891,0,0,0,0,1,3,5,2,1,6,1946,1121,4,1,0,0,0,0,1,1429,0,2009,132227.141275132
85,12274,1,0,0,0,0,6,7,2,1,7,1914,1358,3,1,0,0,0,0,1,1904,0,2007,192086.670421803
80,8461,1,0,0,0,0,7,5,1,0,5,2003,1029,3,1,0,0,0,0,1,1241,0,2006,139512.973705895
69.7719596646823,10240,0,0,1,0,0,6,7,2,0,6,1977,715,3,0,1,0,0,0,1,2020,0,2009,129667.544555397
98,7162,1,0,0,0,0,4,5,2,0,5,2005,990,2,1,0,0,0,0,1,3493,0,2007,209033.576475868
63,8963,1,0,0,0,0,4,7,1,0,9,1968,880,2,1,0,0,0,0,1,2263,0,2010,183399.517222136
70,10106,1,0,0,0,0,7,5,1,0,5,2006,924,2,1,0,0,0,0,1,1768,0,2009,245955.783436332
69.7719596646823,5500,1,0,0,0,0,6,6,2,1,8,1955,1052,2,1,0,0,0,0,1,1152,0,2010,143003.334150632
69.7719596646823,7560,1,0,0,0,0,4,5,1,0,5,1968,859,3,1,0,0,0,0,1,605,0,2006,111447.735991285
75,8400,1,0,0,0,0,4,7,2,1,6,2005,1199,3,1,0,0,0,0,1,894,0,2007,129689.908563378
65,10500,1,0,0,0,0,7,6,1,0,10,1974,1064,2,1,0,0,0,0,1,1767,0,2010,165177.668867386
69.7719596646823,4435,1,0,0,0,0,4,5,0,0,6,2005,738,4,1,0,0,0,0,1,1664,0,2009,129101.860685961
75,4438,1,0,0,0,0,5,5,2,0,4,1961,1008,3,1,0,0,0,0,1,520,0,2009,108762.1466852
69.7719596646823,8480,1,0,0,0,0,5,4,1,1,6,2003,720,3,1,0,0,0,0,1,1968,0,2006,177782.713892826
75,25000,0,1,0,0,0,5,5,2,1,4,1996,1056,3,1,0,0,0,0,1,1253,0,2010,147219.774637453
60,10530,1,0,0,0,0,7,5,1,0,8,1959,880,2,1,0,0,0,0,1,1478,0,2007,167307.001183786
74,10437,0,0,0,0,1,6,5,2,0,4,2005,1208,3,1,0,0,0,0,1,1795,0,2006,204441.323502217
40,13072,1,0,0,0,0,5,5,1,0,6,1918,1800,2,1,0,0,0,0,1,1392,0,2009,166157.060591585
75,8400,1,0,0,0,0,5,6,2,1,5,1957,1199,1,1,0,0,0,0,1,1776,0,2009,160575.907806772
60,9200,1,0,0,0,0,6,5,1,1,7,1959,864,3,1,0,0,0,0,1,981,0,2010,149485.67031297
69.7719596646823,9600,1,0,0,0,0,6,6,2,1,8,1962,952,3,1,0,0,0,0,1,1062,0,2008,166458.995896303
75,8849,1,0,0,0,0,5,7,3,0,6,2002,1777,4,1,0,0,0,1,0,827,0,2007,150985.265865451
90,9000,0,0,1,0,0,5,5,1,0,7,1968,924,4,1,0,0,0,0,1,616,0,2009,102004.449546733
62,11070,1,0,0,0,0,7,6,2,0,5,1970,992,3,1,0,0,0,0,1,1478,0,2008,169870.195824114
69.7719596646823,10634,1,0,0,0,0,7,5,2,0,9,2005,1498,3,1,0,0,0,0,1,1595,0,2006,211673.291812756
69.7719596646823,8471,1,0,0,0,0,5,5,2,0,8,1926,832,3,1,0,0,0,0,1,1683,0,2009,149910.39419806
79,3180,1,0,0,0,0,10,5,2,0,5,1992,988,3,1,0,0,0,0,1,1224,0,2009,187383.04874027
69.7719596646823,5100,1,0,0,0,0,5,5,2,0,7,1965,732,3,1,0,0,0,0,1,1077,0,2007,140694.028507176
69.7719596646823,9600,1,0,0,0,0,5,6,1,1,7,1994,1575,3,1,0,0,0,0,1,1742,0,2007,180649.505563245
60,6442,1,0,0,0,0,9,3,1,1,9,2003,1643,3,1,0,0,0,0,1,2374,0,2010,360243.727565991
84,8176,1,0,0,0,0,5,5,1,0,3,1972,1316,3,1,0,0,0,0,1,1095,0,2007,168814.956351029
85,11423,1,0,0,0,0,8,5,2,0,6,1900,732,4,1,0,0,0,0,1,2097,0,2006,200543.014434747
64,7588,0,0,1,0,0,7,5,2,0,5,2003,1095,2,1,0,0,0,0,1,1262,0,2006,217749.881416793
72,12456,1,0,0,0,0,7,5,1,0,5,2005,731,4,1,0,0,0,0,1,1192,0,2010,172567.391279581
80,7313,1,0,0,0,0,7,5,1,1,8,1977,1291,4,1,0,0,0,0,1,904,0,2008,152795.043394396
81,7449,1,0,0,0,0,6,5,2,0,8,2000,3200,3,1,0,0,0,0,1,1510,0,2006,206229.969561011
67,5820,1,0,0,0,0,5,5,2,0,8,1970,1249,2,1,0,0,0,0,1,1786,0,2008,150515.734939037
69.7719596646823,9360,1,0,0,0,0,6,5,1,1,8,1999,600,3,1,0,0,0,0,1,864,0,2008,102199.128574033
60,14215,1,0,0,0,0,5,3,1,0,6,1931,1127,3,1,0,0,0,0,1,3228,0,2007,175251.045478429
69.7719596646823,5000,1,0,0,0,0,6,5,1,0,5,1975,896,3,1,0,0,0,0,1,1600,0,2007,172147.111323185
45,3010,0,0,0,0,1,7,8,2,0,7,1926,1190,4,1,0,0,0,0,1,1355,0,2009,134734.799641377
92,1920,1,0,0,0,0,7,5,2,0,7,1915,1021,2,1,0,0,0,0,1,1555,0,2008,170283.122237086
69.7719596646823,5100,1,0,0,0,0,7,5,2,0,6,1980,1267,3,1,0,0,0,0,1,2046,0,2009,210843.819971467
